Date,Average_Price,Supply_Volume,USD_TO_NPR,Diesel,is_festival,Season_Autumn,Season_Monsoon,Season_Spring,Season_Winter,Inflation,Dhading_Rainfall_MM,Dhading_Air_Pressure,Kathmandu_Temperature,Kathmandu_Rainfall_MM,Kathmandu_Air_Pressure,Kavre_Rainfall_MM,Sarlahi_Temperature,Sarlahi_Rainfall_MM,Sarlahi_Air_Pressure,day,month,day_of_week,is_weekend,month_sin,month_cos,Hilly_Temperature,Hilly_Air_Pressure
2022-11-04,76.67,40900.0,132.92,178.0,1,1,0,0,0,8.08,0.0,853.25,17.15,0.3,874.1,0.1,23.65,0.0,1001.4,4,11,4,0,-0.5000000000000004,0.8660254037844384,14.35,852.25
2022-11-05,81.67,65900.0,132.21,178.0,1,1,0,0,0,8.08,0.0,855.45,17.55,0.1,875.6500000000001,0.0,23.15,0.0,1003.35,5,11,5,1,-0.5000000000000004,0.8660254037844384,15.600000000000001,854.25
2022-11-06,75.0,102325.0,132.21,178.0,1,1,0,0,0,8.08,0.0,855.85,16.7,1.6,876.4000000000001,1.5,23.25,0.0,1003.2,6,11,6,0,-0.5000000000000004,0.8660254037844384,15.075,854.6
2022-11-07,80.0,71600.0,132.21,178.0,1,1,0,0,0,8.08,0.0,854.7,15.75,0.0,875.25,0.8,22.65,0.0,1002.9,7,11,0,0,-0.5000000000000004,0.8660254037844384,14.125,853.425
2022-11-08,81.67,90300.0,131.38,178.0,1,1,0,0,0,8.08,0.0,855.6,15.8,0.0,874.95,0.0,22.4,0.0,1002.95,8,11,1,0,-0.5000000000000004,0.8660254037844384,14.6,853.8
2022-11-09,75.83500000000001,93250.0,131.38,178.0,1,1,0,0,0,8.08,4.2,854.85,15.5,1.1,874.8,1.7,22.5,0.0,1002.9,9,11,2,0,-0.5000000000000004,0.8660254037844384,14.025,853.2750000000001
2022-11-10,68.33500000000001,93250.0,130.6,178.0,1,1,0,0,0,8.08,0.8,854.5999999999999,15.45,0.2,874.95,1.7,22.2,0.0,1003.0,10,11,3,0,-0.5000000000000004,0.8660254037844384,13.775,853.1999999999999
2022-11-11,63.335,101325.0,131.2,178.0,1,1,0,0,0,8.08,4.1,853.55,14.65,0.0,873.75,0.2,22.1,1.8,1002.2,11,11,4,0,-0.5000000000000004,0.8660254037844384,13.3,852.25
2022-11-12,60.0,89625.0,129.58,178.0,1,1,0,0,0,8.08,0.0,852.7,14.2,0.4,873.05,0.0,21.55,0.0,1001.9,12,11,5,1,-0.5000000000000004,0.8660254037844384,13.05,851.3
2022-11-13,60.835,73750.0,129.58,178.0,1,1,0,0,0,8.08,0.0,851.3,13.7,0.0,871.55,0.0,20.0,0.0,1002.1,13,11,6,0,-0.5000000000000004,0.8660254037844384,12.225000000000001,850.125
2022-11-14,60.0,117575.0,129.58,178.0,1,1,0,0,0,8.08,0.0,853.05,12.9,0.0,872.95,0.0,19.95,0.0,1002.95,14,11,0,0,-0.5000000000000004,0.8660254037844384,12.100000000000001,851.825
2022-11-15,60.0,76025.0,130.32,178.0,1,1,0,0,0,8.08,0.0,853.55,14.45,0.0,873.15,0.1,19.75,0.0,1001.7,15,11,1,0,-0.5000000000000004,0.8660254037844384,13.725000000000001,851.775
2022-11-16,60.0,87450.0,130.06,178.0,0,1,0,0,0,8.08,0.0,851.85,14.1,0.8,871.35,0.7,20.4,0.0,1000.25,16,11,2,0,-0.5000000000000004,0.8660254037844384,13.425,850.1500000000001
2022-11-17,60.0,79975.0,130.38,178.0,0,1,0,0,0,8.08,0.2,850.15,13.05,1.2,870.4,0.2,19.65,0.0,1000.05,17,11,3,0,-0.5000000000000004,0.8660254037844384,12.35,848.7249999999999
2022-11-18,60.0,90300.0,130.95,178.0,0,1,0,0,0,8.08,0.0,851.85,14.0,0.0,872.05,0.0,19.4,0.0,1002.55,18,11,4,0,-0.5000000000000004,0.8660254037844384,12.05,850.8
2022-11-19,60.835,69625.0,131.0,178.0,0,1,0,0,0,8.08,0.0,854.2,15.2,0.0,874.0999999999999,0.0,19.7,0.0,1002.25,19,11,5,1,-0.5000000000000004,0.8660254037844384,13.925,852.5
2022-11-20,60.0,38650.0,131.0,178.0,0,1,0,0,0,8.08,0.0,852.75,15.35,0.0,872.45,0.0,20.1,0.0,1000.75,20,11,6,0,-0.5000000000000004,0.8660254037844384,14.475,851.225
2022-11-22,60.0,71850.0,131.25,178.0,0,1,0,0,0,8.08,0.0,851.45,14.55,0.0,870.5,0.0,18.95,0.0,1000.5,22,11,1,0,-0.5000000000000004,0.8660254037844384,14.225,849.5
2022-11-23,60.0,101775.0,130.97,178.0,0,1,0,0,0,8.08,0.0,851.4000000000001,14.85,0.0,870.8,0.0,19.8,0.0,1000.75,23,11,2,0,-0.5000000000000004,0.8660254037844384,13.775,849.625
2022-11-24,60.0,112675.0,131.26,178.0,0,1,0,0,0,8.08,0.0,850.0999999999999,12.7,0.0,870.0,0.0,19.15,0.0,1000.85,24,11,3,0,-0.5000000000000004,0.8660254037844384,11.75,848.925
2022-11-25,60.0,75575.0,130.92,178.0,0,1,0,0,0,8.08,0.0,854.0,15.2,0.0,873.8,0.0,19.9,0.0,1001.65,25,11,4,0,-0.5000000000000004,0.8660254037844384,14.375,852.4
2022-11-26,60.0,96875.0,131.0,178.0,0,1,0,0,0,8.08,0.0,852.15,16.0,0.0,871.85,0.0,19.55,0.0,999.95,26,11,5,1,-0.5000000000000004,0.8660254037844384,14.725,850.5999999999999
2022-11-27,50.0,76050.0,131.0,178.0,0,1,0,0,0,8.08,0.0,850.2,14.65,0.0,869.65,0.0,20.0,0.0,998.1,27,11,6,0,-0.5000000000000004,0.8660254037844384,14.024999999999999,848.5
2022-11-28,55.0,78050.0,131.0,178.0,0,1,0,0,0,8.08,0.0,850.25,13.2,0.0,869.75,0.0,20.35,0.0,999.85,28,11,0,0,-0.5000000000000004,0.8660254037844384,12.35,848.925
2022-11-29,45.0,57105.0,130.98,178.0,0,1,0,0,0,8.08,0.0,851.6,13.4,0.0,871.55,0.0,20.6,0.0,1001.5,29,11,1,0,-0.5000000000000004,0.8660254037844384,12.55,850.425
2022-11-30,45.0,66850.0,131.06,178.0,0,1,0,0,0,8.08,0.0,853.3,13.35,0.0,872.9,0.0,20.05,0.0,1002.5,30,11,2,0,-0.5000000000000004,0.8660254037844384,12.399999999999999,851.8499999999999
2022-12-01,45.5,101975.0,130.58,178.0,0,0,0,0,1,7.38,0.0,852.9,14.35,0.0,872.15,0.0,18.75,0.0,1001.7,1,12,3,0,-2.4492935982947064e-16,1.0,13.05,851.125
2022-12-02,55.0,115375.0,130.25,178.0,0,0,0,0,1,7.38,0.0,852.25,14.4,0.0,871.5999999999999,0.0,18.6,0.0,1001.45,2,12,4,0,-2.4492935982947064e-16,1.0,13.125,850.325
2022-12-03,50.835,71555.0,130.42,178.0,0,0,0,0,1,7.38,0.0,852.8,14.25,0.0,871.95,0.0,18.65,0.0,1001.35,3,12,5,1,-2.4492935982947064e-16,1.0,13.325,850.75
2022-12-04,65.0,70925.0,130.42,178.0,0,0,0,0,1,7.38,0.0,852.5,14.1,0.0,872.2,0.0,19.2,0.0,1001.65,4,12,6,0,-2.4492935982947064e-16,1.0,12.925,850.7
2022-12-05,65.0,79325.0,130.42,178.0,0,0,0,0,1,7.38,0.0,854.6,13.3,0.0,873.35,0.0,18.55,0.0,1003.25,5,12,0,0,-2.4492935982947064e-16,1.0,12.475000000000001,852.45
2022-12-06,50.0,101025.0,131.17,178.0,0,0,0,0,1,7.38,0.0,852.3499999999999,13.55,0.0,871.25,0.0,17.35,0.0,1001.3,6,12,1,0,-2.4492935982947064e-16,1.0,12.5,850.275
2022-12-07,55.835,94150.0,132.49,178.0,0,0,0,0,1,7.38,0.0,851.25,13.4,0.0,870.3,0.0,16.95,0.0,1000.85,7,12,2,0,-2.4492935982947064e-16,1.0,12.625,849.25
2022-12-08,45.835,89425.0,132.26,178.0,0,0,0,0,1,7.38,0.0,852.55,13.1,0.0,871.65,0.0,17.450000000000003,0.0,1001.95,8,12,3,0,-2.4492935982947064e-16,1.0,12.15,850.425
2022-12-09,45.0,64575.0,132.18,178.0,0,0,0,0,1,7.38,0.0,851.6500000000001,13.1,0.0,871.8,0.0,17.8,0.0,1001.2,9,12,4,0,-2.4492935982947064e-16,1.0,11.775,850.125
2022-12-10,55.835,64800.0,131.94,178.0,0,0,0,0,1,7.38,0.0,852.7,13.45,0.0,871.4000000000001,0.0,18.1,0.0,1001.3,10,12,5,1,-2.4492935982947064e-16,1.0,12.575,850.625
2022-12-11,55.0,108550.0,131.94,178.0,0,0,0,0,1,7.38,0.0,851.95,14.3,0.0,871.3499999999999,0.0,17.25,0.0,1001.6,11,12,6,0,-2.4492935982947064e-16,1.0,13.3,850.0500000000001
2022-12-12,55.0,124620.0,131.94,178.0,0,0,0,0,1,7.38,0.0,851.3,13.65,0.0,870.5,0.0,17.9,0.0,1000.65,12,12,0,0,-2.4492935982947064e-16,1.0,13.55,849.3
2022-12-13,45.835,99675.0,132.36,178.0,0,0,0,0,1,7.38,0.0,851.25,13.0,0.0,870.5999999999999,0.0,18.6,0.0,1001.05,13,12,1,0,-2.4492935982947064e-16,1.0,12.175,849.575
2022-12-14,50.835,72050.0,132.8,178.0,0,0,0,0,1,7.38,0.0,851.5,12.3,0.0,870.55,0.0,18.25,0.0,1001.55,14,12,2,0,-2.4492935982947064e-16,1.0,11.3,849.425
2022-12-15,55.0,46725.0,132.24,178.0,0,0,0,0,1,7.38,0.0,850.2,12.15,0.0,870.1500000000001,0.0,17.95,0.0,1000.05,15,12,3,0,-2.4492935982947064e-16,1.0,10.95,848.5
2022-12-16,55.0,109675.0,132.72,175.0,0,0,0,0,1,7.38,0.0,848.9000000000001,13.85,0.0,869.8,0.1,17.2,0.0,1000.85,16,12,4,0,-2.4492935982947064e-16,1.0,11.024999999999999,848.0
2022-12-17,55.835,84175.0,132.9,175.0,0,0,0,0,1,7.38,0.0,851.0,11.9,0.2,870.6500000000001,0.2,17.5,0.0,1002.3,17,12,5,1,-2.4492935982947064e-16,1.0,10.850000000000001,849.575
2022-12-18,45.0,111550.0,132.9,175.0,0,0,0,0,1,7.38,0.0,852.45,14.25,0.0,873.3,0.0,18.35,0.0,1002.05,18,12,6,0,-2.4492935982947064e-16,1.0,11.625,851.15
2022-12-19,45.0,81300.0,132.9,175.0,0,0,0,0,1,7.38,0.0,851.15,13.5,0.0,871.6,0.0,18.9,0.0,1000.65,19,12,0,0,-2.4492935982947064e-16,1.0,11.600000000000001,849.575
2022-12-20,35.835,85225.0,132.64,175.0,0,0,0,0,1,7.38,0.0,849.15,13.05,0.0,869.85,0.0,17.9,0.0,1000.35,20,12,1,0,-2.4492935982947064e-16,1.0,10.65,847.775
2022-12-21,36.67,106450.0,132.72,175.0,0,0,0,0,1,7.38,0.0,850.6,11.75,0.0,870.25,0.0,17.75,0.0,1001.1,21,12,2,0,-2.4492935982947064e-16,1.0,10.7,848.95
2022-12-22,35.0,85275.0,132.8,175.0,0,0,0,0,1,7.38,0.0,850.4,12.55,0.0,869.2,0.0,16.6,0.0,1000.3,22,12,3,0,-2.4492935982947064e-16,1.0,12.175,848.3
2022-12-23,35.0,89170.0,132.73,175.0,0,0,0,0,1,7.38,0.0,850.35,11.85,0.0,869.6500000000001,0.0,15.7,0.0,1001.2,23,12,4,0,-2.4492935982947064e-16,1.0,10.45,848.25
2022-12-24,34.5,88525.0,132.88,175.0,0,0,0,0,1,7.38,0.0,851.0,11.6,0.0,870.25,0.0,14.65,0.0,1001.65,24,12,5,1,-2.4492935982947064e-16,1.0,9.975,849.0
2022-12-25,35.0,69225.0,132.88,175.0,0,0,0,0,1,7.38,0.0,849.8,12.85,0.0,870.75,0.0,15.8,0.0,1001.65,25,12,6,0,-2.4492935982947064e-16,1.0,9.525,848.4
2022-12-26,35.0,95425.0,132.88,175.0,0,0,0,0,1,7.38,0.0,851.95,11.2,0.0,872.15,0.0,16.700000000000003,0.0,1004.05,26,12,0,0,-2.4492935982947064e-16,1.0,9.575,850.375
2022-12-27,41.67,70880.0,132.55,175.0,0,0,0,0,1,7.38,0.0,849.7,11.45,0.0,870.25,0.0,14.85,0.0,1002.15,27,12,1,0,-2.4492935982947064e-16,1.0,8.875,848.1500000000001
2022-12-28,42.5,108925.0,132.86,175.0,0,0,0,0,1,7.38,0.0,850.1500000000001,10.3,0.0,869.15,0.0,13.35,0.0,1004.4,28,12,2,0,-2.4492935982947064e-16,1.0,8.45,847.95
2022-12-29,45.835,90900.0,132.88,175.0,0,0,0,0,1,7.38,0.0,852.1,9.25,0.0,871.75,0.2,14.1,0.0,1006.35,29,12,3,0,-2.4492935982947064e-16,1.0,7.65,850.475
2022-12-30,40.835,65600.0,132.78,175.0,0,0,0,0,1,7.38,0.0,853.75,10.0,0.0,874.15,0.0,14.85,0.0,1006.95,30,12,4,0,-2.4492935982947064e-16,1.0,7.550000000000001,852.3
2022-12-31,45.0,82250.0,132.66,175.0,0,0,0,0,1,7.38,0.0,852.5,9.9,0.0,872.45,0.0,14.35,0.0,1005.7,31,12,5,1,-2.4492935982947064e-16,1.0,8.375,850.925
2023-01-01,45.0,71350.0,132.66,175.0,0,0,0,0,1,7.26,0.0,854.25,10.75,0.2,874.5,0.0,15.1,0.0,1007.4,1,1,6,0,0.4999999999999999,0.8660254037844387,8.4,852.5
2023-01-02,41.67,71250.0,132.66,175.0,0,0,0,0,1,7.26,0.0,855.2,10.05,0.0,874.4,0.0,14.95,0.0,1007.85,2,1,0,0,0.4999999999999999,0.8660254037844387,9.425,853.0
2023-01-03,45.0,90300.0,132.69,175.0,0,0,0,0,1,7.26,0.0,854.8499999999999,8.9,0.0,873.85,0.0,14.4,0.0,1007.75,3,1,1,0,0.4999999999999999,0.8660254037844387,8.6,852.9499999999999
2023-01-04,50.835,99175.0,132.92,175.0,0,0,0,0,1,7.26,0.0,854.3,8.85,0.7,873.15,0.0,13.65,0.0,1008.1,4,1,2,0,0.4999999999999999,0.8660254037844387,8.4,852.5
2023-01-05,46.67,95325.0,132.79,175.0,0,0,0,0,1,7.26,0.0,855.9,10.05,0.0,875.0,0.0,12.55,0.0,1009.35,5,1,3,0,0.4999999999999999,0.8660254037844387,8.95,853.65
2023-01-06,36.67,144150.0,132.4,175.0,0,0,0,0,1,7.26,0.0,856.8,11.6,0.0,876.2,0.0,13.45,0.0,1008.25,6,1,4,0,0.4999999999999999,0.8660254037844387,10.75,854.925
2023-01-07,45.0,105075.0,132.66,175.0,0,0,0,0,1,7.26,0.0,855.1500000000001,12.9,0.0,875.5999999999999,0.0,12.75,0.0,1006.9,7,1,5,1,0.4999999999999999,0.8660254037844387,10.825,853.7
2023-01-08,45.0,117050.0,132.66,172.0,0,0,0,0,1,7.26,0.0,852.25,12.9,0.0,873.55,0.0,12.4,0.0,1006.05,8,1,6,0,0.4999999999999999,0.8660254037844387,10.45,851.7
2023-01-09,45.0,151975.0,132.66,172.0,0,0,0,0,1,7.26,0.0,853.4000000000001,12.7,0.0,874.9000000000001,0.0,11.7,0.0,1007.15,9,1,0,0,0.4999999999999999,0.8660254037844387,10.725,852.8000000000001
2023-01-10,45.835,131200.0,132.08,172.0,0,0,0,0,1,7.26,0.0,853.75,12.65,0.0,873.1,0.0,12.2,0.0,1004.95,10,1,1,0,0.4999999999999999,0.8660254037844387,11.774999999999999,851.65
2023-01-11,46.67,124925.0,131.16,172.0,0,0,0,0,1,7.26,0.0,850.75,11.9,0.0,870.3,0.0,12.1,0.0,1003.55,11,1,2,0,0.4999999999999999,0.8660254037844387,10.7,849.0
2023-01-12,46.67,120375.0,130.83,172.0,0,0,0,0,1,7.26,0.0,850.05,11.5,0.0,868.85,0.0,12.75,0.0,1000.75,12,1,3,0,0.4999999999999999,0.8660254037844387,10.425,847.9749999999999
2023-01-13,46.67,139050.0,130.79,172.0,0,0,0,0,1,7.26,0.0,850.15,11.85,0.0,869.5,0.0,12.15,0.0,1001.6,13,1,4,0,0.4999999999999999,0.8660254037844387,10.075,848.0999999999999
2023-01-14,45.0,139575.0,130.43,172.0,0,0,0,0,1,7.26,0.0,849.15,11.4,0.0,869.55,0.0,14.25,0.0,1000.75,14,1,5,1,0.4999999999999999,0.8660254037844387,9.375,847.625
2023-01-15,45.0,139575.0,130.43,172.0,0,0,0,0,1,7.26,0.0,848.5999999999999,11.25,0.0,867.6500000000001,0.0,14.35,0.0,1000.95,15,1,6,0,0.4999999999999999,0.8660254037844387,9.7,846.4
2023-01-16,45.0,75400.0,130.43,172.0,0,0,0,0,1,7.26,0.0,849.8,9.25,0.0,868.6,0.0,13.1,0.0,1003.3,16,1,0,0,0.4999999999999999,0.8660254037844387,7.85,847.3
2023-01-17,45.835,75175.0,130.89,172.0,0,0,0,0,1,7.26,0.0,849.35,8.299999999999999,0.0,868.8,0.0,12.65,0.0,1003.85,17,1,1,0,0.4999999999999999,0.8660254037844387,7.45,847.325
2023-01-18,45.835,112025.0,131.12,172.0,0,0,0,0,1,7.26,0.0,851.3499999999999,8.35,0.0,870.55,0.0,13.15,0.0,1005.75,18,1,2,0,0.4999999999999999,0.8660254037844387,7.35,849.15
2023-01-19,56.67,128350.0,130.29,172.0,0,0,0,0,1,7.26,0.0,853.5999999999999,8.7,0.0,872.25,0.0,12.35,0.0,1006.75,19,1,3,0,0.4999999999999999,0.8660254037844387,7.949999999999999,851.0749999999999
2023-01-20,56.67,140650.0,130.48,172.0,0,0,0,0,1,7.26,0.0,851.4000000000001,11.35,0.0,871.45,0.0,13.35,0.0,1005.55,20,1,4,0,0.4999999999999999,0.8660254037844387,9.55,849.7750000000001
2023-01-21,55.835,158700.0,130.1,172.0,0,0,0,0,1,7.26,0.0,851.9000000000001,12.8,0.0,871.8,0.0,15.7,0.0,1002.75,21,1,5,1,0.4999999999999999,0.8660254037844387,11.075,850.1500000000001
2023-01-22,55.835,158700.0,130.1,172.0,0,0,0,0,1,7.26,0.0,852.3,12.3,0.0,871.4,0.0,14.7,0.0,1003.05,22,1,6,0,0.4999999999999999,0.8660254037844387,11.899999999999999,850.175
2023-01-23,55.835,176150.0,130.1,172.0,0,0,0,0,1,7.26,0.0,852.3499999999999,14.0,0.0,871.75,0.0,16.15,0.0,1001.9,23,1,0,0,0.4999999999999999,0.8660254037844387,12.425,850.4499999999999
2023-01-24,56.67,166000.0,130.53,172.0,0,0,0,0,1,7.26,0.0,853.6500000000001,13.15,0.0,872.65,0.0,16.8,0.0,1003.65,24,1,1,0,0.4999999999999999,0.8660254037844387,13.225,851.5
2023-01-25,56.67,160890.0,131.06,172.0,0,0,0,0,1,7.26,0.0,853.5999999999999,14.25,0.0,872.9,0.0,17.7,0.0,1002.5,25,1,2,0,0.4999999999999999,0.8660254037844387,13.9,851.6999999999999
2023-01-26,55.0,177775.0,130.85,172.0,0,0,0,0,1,7.26,0.0,853.05,14.9,0.0,872.55,0.0,16.75,0.0,1001.7,26,1,3,0,0.4999999999999999,0.8660254037844387,13.925,851.15
2023-01-27,55.835,79475.0,130.85,172.0,0,0,0,0,1,7.26,0.0,852.8,15.55,0.0,872.0999999999999,0.0,18.3,0.0,1001.5,27,1,4,0,0.4999999999999999,0.8660254037844387,14.975000000000001,850.95
2023-01-28,56.0,142725.0,130.74,172.0,0,0,0,0,1,7.26,0.0,851.45,14.55,0.0,870.6500000000001,0.0,15.65,0.0,1002.0,28,1,5,1,0.4999999999999999,0.8660254037844387,13.3,849.475
2023-01-29,55.0,156875.0,130.74,172.0,0,0,0,0,1,7.26,0.0,852.3,13.95,0.0,871.5999999999999,0.0,15.95,0.0,1002.7,29,1,6,0,0.4999999999999999,0.8660254037844387,12.475,850.275
2023-01-30,45.5,175850.0,130.74,172.0,0,0,0,0,1,7.26,0.0,855.6,14.55,0.0,874.5,0.0,18.35,0.0,1003.55,30,1,0,0,0.4999999999999999,0.8660254037844387,14.525,853.85
2023-01-31,45.835,135125.0,130.7,172.0,0,0,0,0,1,7.26,0.0,852.8,15.75,0.0,872.4,0.0,18.15,0.0,1000.6,31,1,1,0,0.4999999999999999,0.8660254037844387,14.950000000000001,850.8499999999999
2023-02-01,45.835,130750.0,131.38,172.0,0,0,0,0,1,7.88,0.0,851.3,14.75,0.0,870.9,0.0,17.8,0.0,1001.5,1,2,2,0,0.8660254037844386,0.5000000000000001,13.225,849.55
2023-02-02,45.835,139900.0,131.38,172.0,0,0,0,0,1,7.88,0.0,850.95,14.1,0.0,870.4,0.0,15.6,0.0,1003.0,2,2,3,0,0.8660254037844386,0.5000000000000001,13.025,849.575
2023-02-03,46.67,111650.0,131.78,172.0,0,0,0,0,1,7.88,0.0,852.5,12.9,0.0,871.5,0.0,16.5,0.0,1001.65,3,2,4,0,0.8660254037844386,0.5000000000000001,12.45,850.55
2023-02-04,45.5,112075.0,131.23,172.0,0,0,0,0,1,7.88,0.0,849.75,14.15,0.0,869.4,0.0,16.35,0.0,999.85,4,2,5,1,0.8660254037844386,0.5000000000000001,12.475000000000001,847.975
2023-02-05,45.0,115325.0,131.23,172.0,0,0,0,0,1,7.88,0.0,847.8,13.2,0.2,868.5,0.0,16.8,0.0,999.55,5,2,6,0,0.8660254037844386,0.5000000000000001,10.7,846.3499999999999
2023-02-06,46.67,83725.0,131.23,175.0,0,0,0,0,1,7.88,0.2,849.6500000000001,12.7,1.0,869.0,0.1,16.75,0.0,999.65,6,2,0,0,0.8660254037844386,0.5000000000000001,11.8,847.95
2023-02-07,46.67,104525.0,132.67,175.0,0,0,0,0,1,7.88,0.0,846.5,12.5,0.1,866.25,0.1,17.85,0.0,997.7,7,2,1,0,0.8660254037844386,0.5000000000000001,11.0,845.125
2023-02-08,45.0,96500.0,132.63,175.0,0,0,0,0,1,7.88,0.0,848.25,12.45,0.0,868.1,0.0,17.55,0.0,999.5,8,2,2,0,0.8660254037844386,0.5000000000000001,11.15,846.8
2023-02-09,45.835,103700.0,132.3,175.0,0,0,0,0,1,7.88,0.0,849.25,12.35,0.0,869.0,0.3,17.35,0.0,1001.0,9,2,3,0,0.8660254037844386,0.5000000000000001,10.525,847.325
2023-02-10,46.67,117075.0,132.32,175.0,0,0,0,0,1,7.88,0.0,850.2,12.7,0.0,869.85,0.0,17.6,0.0,1001.2,10,2,4,0,0.8660254037844386,0.5000000000000001,11.95,848.625
2023-02-11,45.835,106950.0,132.3,175.0,0,0,0,0,1,7.88,0.0,850.95,15.0,0.0,870.5999999999999,0.0,18.05,0.0,999.95,11,2,5,1,0.8660254037844386,0.5000000000000001,13.9,849.1750000000001
2023-02-12,45.0,107945.0,132.3,175.0,0,0,0,0,1,7.88,0.0,849.7,12.95,0.0,869.2,0.0,19.5,0.0,999.6,12,2,6,0,0.8660254037844386,0.5000000000000001,12.274999999999999,847.725
2023-02-13,56.67,117125.0,132.3,175.0,0,0,0,0,1,7.88,0.0,847.65,13.75,0.0,866.85,0.0,15.75,0.0,1000.6,13,2,0,0,0.8660254037844386,0.5000000000000001,11.850000000000001,845.4
2023-02-14,55.0,111925.0,132.66,175.0,0,0,0,0,1,7.88,0.0,852.0,12.25,0.0,870.95,0.0,16.3,0.0,1002.05,14,2,1,0,0.8660254037844386,0.5000000000000001,11.75,849.85
2023-02-15,56.67,119590.0,132.72,175.0,0,0,0,0,1,7.88,0.0,850.1500000000001,14.45,0.0,869.85,0.0,17.1,0.0,1000.65,15,2,2,0,0.8660254037844386,0.5000000000000001,12.25,848.45
2023-02-16,56.67,130525.0,132.79,175.0,0,0,0,0,1,7.88,0.0,851.5999999999999,16.1,0.0,872.5,0.0,18.75,0.0,1001.6,16,2,3,0,0.8660254037844386,0.5000000000000001,13.45,850.675
2023-02-17,45.0,88150.0,132.66,175.0,0,0,0,0,1,7.88,0.0,854.8,15.75,0.0,874.6,0.0,20.75,0.0,1002.7,17,2,4,0,0.8660254037844386,0.5000000000000001,14.524999999999999,853.175
2023-02-18,41.0,107070.0,132.84,175.0,0,0,0,0,1,7.88,0.0,853.8,16.25,0.0,874.5,0.0,21.5,0.0,1002.1,18,2,5,1,0.8660254037844386,0.5000000000000001,14.05,852.5999999999999
2023-02-19,37.67,85500.0,132.84,175.0,0,0,0,0,1,7.88,0.0,852.9000000000001,16.799999999999997,0.0,873.6500000000001,0.0,21.450000000000003,0.0,1001.5,19,2,6,0,0.8660254037844386,0.5000000000000001,14.75,851.725
2023-02-20,43.5,94775.0,132.84,175.0,0,0,0,0,1,7.88,0.0,851.2,16.35,0.0,871.8499999999999,0.0,21.05,0.0,1000.45,20,2,0,0,0.8660254037844386,0.5000000000000001,14.375,850.15
2023-02-21,38.33,107475.0,132.66,175.0,0,0,0,0,1,7.88,0.0,852.05,15.4,0.0,871.75,1.0,21.7,0.0,1000.15,21,2,1,0,0.8660254037844386,0.5000000000000001,14.825,850.65
2023-02-22,55.835,93875.0,132.77,175.0,0,0,0,0,1,7.88,0.5,850.5,15.65,4.8,870.4000000000001,0.9,21.95,0.0,997.85,22,2,2,0,0.8660254037844386,0.5000000000000001,14.425,848.975
2023-02-23,55.835,135100.0,132.87,175.0,0,0,0,0,1,7.88,0.0,849.1500000000001,17.2,0.1,869.6,0.3,21.05,0.0,997.85,23,2,3,0,0.8660254037844386,0.5000000000000001,14.9,847.9250000000001
2023-02-24,55.835,149075.0,132.68,175.0,0,0,0,0,1,7.88,0.0,851.95,15.75,0.0,871.5999999999999,0.0,20.3,0.0,1001.05,24,2,4,0,0.8660254037844386,0.5000000000000001,14.55,850.3000000000001
2023-02-25,55.835,145000.0,132.71,175.0,0,0,0,0,1,7.88,0.5,854.5999999999999,13.5,2.4,874.2,1.2,21.4,0.0,1004.9,25,2,5,1,0.8660254037844386,0.5000000000000001,12.7,853.1999999999999
2023-02-26,55.0,154950.0,132.71,175.0,0,0,0,0,1,7.88,4.0,856.45,13.6,5.1,876.15,7.6,21.3,0.0,1006.2,26,2,6,0,0.8660254037844386,0.5000000000000001,11.95,854.775
2023-02-27,55.0,126675.0,132.71,175.0,0,0,0,0,1,7.88,0.6,855.1500000000001,13.1,1.1,875.1500000000001,2.4,20.65,0.0,1005.05,27,2,0,0,0.8660254037844386,0.5000000000000001,11.774999999999999,853.575
2023-02-28,56.67,121875.0,132.84,175.0,0,0,0,0,1,7.88,0.0,854.65,14.2,0.8,874.75,1.3,21.4,0.0,1004.7,28,2,1,0,0.8660254037844386,0.5000000000000001,12.675,853.125
2023-03-01,55.0,116400.0,132.57,175.0,1,0,0,1,0,7.44,0.3,856.0,15.3,0.7,876.3499999999999,0.3,22.75,0.0,1005.2,1,3,2,0,1.0,6.123233995736766e-17,13.675,854.6
2023-03-02,55.0,117700.0,132.31,175.0,1,0,0,1,0,7.44,0.0,855.3,15.75,0.5,875.55,0.6,22.75,0.0,1004.5,2,3,3,0,1.0,6.123233995736766e-17,13.975,854.0
2023-03-03,45.0,131035.0,132.46,175.0,1,0,0,1,0,7.44,0.0,855.65,16.0,0.3,875.9000000000001,0.7,23.65,0.0,1004.4,3,3,4,0,1.0,6.123233995736766e-17,14.725000000000001,854.625
2023-03-05,45.0,10250.0,131.45,175.0,1,0,0,1,0,7.44,0.8,856.1,16.6,0.6,875.9000000000001,0.3,24.5,0.1,1002.8,5,3,6,0,1.0,6.123233995736766e-17,15.35,854.6
2023-03-06,46.67,174775.0,131.45,175.0,1,0,0,1,0,7.44,0.0,853.35,18.05,0.0,873.95,0.3,23.6,0.0,1000.9,6,3,0,0,1.0,6.123233995736766e-17,15.625,852.1
2023-03-07,56.67,123100.0,131.36,175.0,1,0,0,1,0,7.44,0.0,853.65,17.2,0.0,873.95,0.6,22.5,0.0,1002.2,7,3,1,0,1.0,6.123233995736766e-17,15.0,852.325
