Supply_Volume,USD_TO_NPR,Diesel,is_festival,Season_Autumn,Season_Monsoon,Season_Spring,Season_Winter,Inflation,Kathmandu_Rainfall_MM,Sarlahi_Temperature,Sarlahi_Precipitation,Sarlahi_Rainfall_MM,Hilly_Temperature,Hilly_Precipitation,Hilly_Rainfall_MM,day,month,day_of_week,is_weekend,month_sin,month_cos,Average_Price_lag1,Average_Price_lag3,Average_Price_lag7,Supply_Volume_lag1,Supply_Volume_lag7,Supply_Volume_lag30,Sarlahi_Temperature_lag1,Sarlahi_Temperature_lag3,Sarlahi_Temperature_lag7,Sarlahi_Rainfall_MM_lag1,Sarlahi_Rainfall_MM_lag3,Sarlahi_Rainfall_MM_lag7,Hilly_Temperature_lag1,Hilly_Temperature_lag3,Hilly_Temperature_lag7,Hilly_Rainfall_MM_lag1,Hilly_Rainfall_MM_lag3,Hilly_Rainfall_MM_lag7,Kathmandu_Rainfall_MM_lag1,Kathmandu_Rainfall_MM_lag2,Average_Price_rollmean_1,Average_Price_rollstd_1,Average_Price_rollmean_7,Average_Price_rollstd_7,Supply_Volume_rollmean_3,Supply_Volume_rollstd_3,Average_Price
11350.0,127.08,172.0,0,0,1,0,0,8.26,1.7,29.006996,5.2000003,5.2000003,24.154002,13.3999995,13.3999995,8,8,0,0,-0.8660254037844385,-0.5000000000000004,55.0,47.5,49.64,6050.0,7142.86,7750.0,28.800749,28.863249,26.079912,5.5,25.9,37.90001,23.7665005,23.373792,22.0290005,7.4999995,13.0500006,49.549998,14.100001,18.5,55.0,,48.67285714285714,5.820156682557783,3933.3333333333335,2806.391514620651,57.5
6000.0,127.76,172.0,0,0,1,0,0,8.26,2.5,29.819502,0.1,0.1,24.2685835,13.6499995,13.6499995,9,8,1,0,-0.8660254037844385,-0.5000000000000004,57.5,57.5,46.07,11350.0,8571.43,3350.0,29.006996,28.02992,26.407003,5.2000003,42.4,9.6,24.154002,23.119625,22.015461,13.3999995,24.55,27.5999995,1.7,14.100001,57.5,,49.79571428571428,6.725607425213989,6050.0,5300.000000000127,60.0
12125.0,127.76,172.0,0,0,1,0,0,8.26,5.3,29.552832,0.0,0.0,23.4467095,28.0500015,28.0500015,10,8,2,0,-0.8660254037844385,-0.5000000000000004,60.0,55.0,42.5,6000.0,10000.0,2455.5566666666664,29.819502,28.800749,27.477837,0.1,5.5,30.199999,24.2685835,23.7665005,22.6425425,13.6499995,7.4999995,17.95,2.5,1.7,60.0,,51.785714285714285,7.460211920901469,7800.0,3074.491827928847,57.5
18250.0,127.54,172.0,0,0,1,0,0,8.26,9.100001,29.636168,0.0,0.0,23.4519195,18.35,18.35,11,8,3,0,-0.8660254037844385,-0.5000000000000004,57.5,57.5,42.5,12125.0,7500.0,1561.1133333333332,29.552832,29.006996,28.113253,0.0,5.2000003,17.9,23.4467095,24.154002,22.8446265,28.0500015,13.3999995,5.9,5.3,2.5,57.5,,53.92857142857143,6.431877456780895,9825.0,3335.134929804364,65.0
15216.666666666666,127.72,172.0,0,0,1,0,0,8.26,2.0,29.1695,0.2,0.2,23.506083500000003,2.45,2.45,12,8,4,0,-0.8660254037844385,-0.5000000000000004,65.0,60.0,47.5,18250.0,5000.0,666.67,29.636168,29.819502,28.863249,0.0,0.1,25.9,23.4519195,24.2685835,23.373792,18.35,13.6499995,13.0500006,9.100001,5.3,65.0,,57.142857142857146,5.289252355124436,12125.0,6125.0000000000855,67.0
12183.333333333332,127.76,172.0,0,0,1,0,0,8.26,23.9,29.961166,0.0,0.0,23.4373355,28.950000000000003,28.950000000000003,13,8,5,1,-0.8660254037844385,-0.5000000000000004,67.0,57.5,57.5,15216.666666666666,750.0,1333.33,29.1695,29.552832,28.02992,0.2,0.0,42.4,23.506083500000003,23.4467095,23.119625,2.45,28.0500015,24.55,2.0,9.100001,67.0,,59.92857142857143,4.429339411136467,15197.22222222222,3062.5462959465126,53.0
9150.0,127.76,172.0,0,0,1,0,0,8.26,12.600001,29.01325,6.4,6.4,22.8300425,13.5999995,13.5999995,14,8,6,1,-0.8660254037844385,-0.5000000000000004,53.0,65.0,55.0,12183.333333333332,6050.0,2000.0,29.961166,29.636168,28.800749,0.0,0.0,5.5,23.4373355,23.4519195,23.7665005,28.950000000000003,18.35,7.4999995,23.9,2.0,53.0,,59.285714285714285,5.114172651051289,15216.666666666666,3033.3333333334804,51.67
13875.0,127.76,172.0,0,0,1,0,0,8.26,5.0,29.148664,0.0,0.0,23.354002,2.2,2.2,15,8,0,0,-0.8660254037844385,-0.5000000000000004,51.67,67.0,57.5,9150.0,11350.0,1800.0,29.01325,29.1695,29.006996,6.4,0.2,5.2000003,22.8300425,23.506083500000003,24.154002,13.5999995,2.45,13.3999995,12.600001,23.9,51.67,,58.81,5.700529215198564,12183.333333333334,3033.3333333335036,55.0
10962.5,127.76,172.0,0,0,1,0,0,8.26,3.3999999,29.154915,1.5000001,1.5000001,23.1915015,4.0499996,4.0499996,16,8,1,0,-0.8660254037844385,-0.5000000000000004,55.0,53.0,60.0,13875.0,6000.0,1600.0,29.148664,29.961166,29.819502,0.0,0.0,0.1,23.354002,23.4373355,24.2685835,2.2,28.950000000000003,13.6499995,5.0,12.600001,55.0,,58.45285714285715,5.872014743072103,11736.111111111111,2394.0367660163647,52.5
8050.0,127.76,172.0,0,0,1,0,0,8.26,2.5,29.20075,0.9000001,0.9000001,23.54775,2.3500001,2.3500001,17,8,2,0,-0.8660254037844385,-0.5000000000000004,52.5,51.67,57.5,10962.5,12125.0,1400.0,29.154915,29.01325,29.552832,1.5000001,6.4,0.0,23.1915015,22.8300425,23.4467095,4.0499996,13.5999995,28.0500015,3.3999999,5.0,52.5,,57.38142857142857,6.216784883339072,11329.166666666666,2383.7448654028412,52.5
16750.0,127.42,172.0,0,0,1,0,0,8.26,10.1,29.61325,0.0,0.0,23.7685825,7.25,7.25,18,8,3,0,-0.8660254037844385,-0.5000000000000004,52.5,55.0,65.0,8050.0,18250.0,1200.0,29.20075,29.148664,29.636168,0.9000001,0.0,0.0,23.54775,23.354002,23.4519195,2.3500001,2.2,18.35,2.5,3.3999999,52.5,,56.667142857142856,6.482455075781293,10962.5,2912.5000000001874,53.75
12750.0,127.78,172.0,0,0,1,0,0,8.26,4.3,28.084085,22.1,22.1,22.9342115,26.1000025,26.1000025,19,8,4,0,-0.8660254037844385,-0.5000000000000004,53.75,52.5,67.0,16750.0,15216.666666666666,1000.0,29.61325,29.154915,29.1695,0.0,1.5000001,0.2,23.7685825,23.1915015,23.506083500000003,7.25,4.0499996,2.45,10.1,2.5,53.75,,55.06,5.371626072863354,11920.833333333334,4428.464980479622,47.5
8750.0,127.95,172.0,0,0,1,0,0,8.26,4.4,29.265337,0.1,0.1,23.473792000000003,3.3,3.3,20,8,5,1,-0.8660254037844385,-0.5000000000000004,47.5,52.5,53.0,12750.0,12183.333333333332,800.0,28.084085,29.20075,29.961166,22.1,0.9000001,0.0,22.9342115,23.54775,23.4373355,26.1000025,2.3500001,28.950000000000003,4.3,10.1,47.5,,52.27428571428572,2.3591937686620286,12516.666666666666,4354.690957270602,48.33
4750.0,127.95,172.0,0,0,1,0,0,8.26,5.5,29.438248,0.0,0.0,23.08525,5.95,5.95,21,8,6,1,-0.8660254037844385,-0.5000000000000004,48.33,53.75,51.67,8750.0,9150.0,600.0,29.265337,29.61325,29.01325,0.1,0.0,6.4,23.473792000000003,23.7685825,22.8300425,3.3,7.25,13.5999995,4.4,4.3,48.33,,51.607142857142854,2.748027864279327,12750.0,4000.0000000001264,47.67
4000.0,127.95,172.0,0,0,1,0,0,8.26,2.2,29.225748,7.0,7.0,23.251919,2.4999999500000003,2.4999999500000003,22,8,0,0,-0.8660254037844385,-0.5000000000000004,47.67,47.5,55.0,4750.0,13875.0,400.0,29.438248,28.084085,29.148664,0.0,22.1,0.0,23.08525,22.9342115,23.354002,5.95,26.1000025,2.2,5.5,4.4,47.67,,51.035714285714285,3.1230693083504115,8750.0,4000.0000000001482,47.5
3250.0,128.1,172.0,0,0,1,0,0,8.26,18.0,28.317415,5.3,5.3,23.3102495,9.199999,9.199999,23,8,1,0,-0.8660254037844385,-0.5000000000000004,47.5,48.33,52.5,4000.0,10962.5,200.0,29.225748,29.265337,29.154915,7.0,0.1,1.5000001,23.251919,23.473792000000003,23.1915015,2.4999999500000003,3.3,4.0499996,2.2,5.5,47.5,,49.964285714285715,2.8068776077271775,5833.333333333333,2553.592241007684,42.5
14625.0,128.09,172.0,0,0,1,0,0,8.26,1.7,28.231997,7.5,7.5,23.449836,6.7999995,6.7999995,24,8,2,0,-0.8660254037844385,-0.5000000000000004,42.5,47.67,52.5,3250.0,8050.0,2725.0,28.317415,29.438248,29.20075,5.3,0.0,0.9000001,23.3102495,23.08525,23.54775,9.199999,5.95,2.3500001,18.0,2.2,42.5,,48.535714285714285,3.7029576338507417,4000.0,750.0000000009285,47.5
24775.0,128.0,172.0,0,0,1,0,0,8.26,4.2,28.902832,0.2,0.2,23.510252,2.7999999,2.7999999,25,8,3,0,-0.8660254037844385,-0.5000000000000004,47.5,47.5,53.75,14625.0,16750.0,5250.0,28.231997,29.225748,29.61325,7.5,7.0,0.0,23.449836,23.251919,23.7685825,6.7999995,2.4999999500000003,7.25,1.7,18.0,47.5,,47.82142857142857,3.2674425706321375,7291.666666666667,6361.914675106433,47.5
1075.0,128.12,172.0,0,0,1,0,0,8.26,7.4999995,29.77575,0.6,0.6,23.157126,7.1499998,7.1499998,26,8,4,0,-0.8660254037844385,-0.5000000000000004,47.5,42.5,47.5,24775.0,12750.0,3339.285,28.902832,28.317415,28.084085,0.2,5.3,22.1,23.510252,23.3102495,22.9342115,2.7999999,9.199999,26.1000025,4.2,1.7,47.5,,46.92857142857143,1.9761952380890293,14216.666666666666,10768.308053419269,57.5
4000.0,128.09,172.0,0,0,1,0,0,8.26,16.0,28.640335,10.400001,10.400001,23.0821265,21.1500005,21.1500005,27,8,5,1,-0.8660254037844385,-0.5000000000000004,57.5,47.5,48.33,1075.0,8750.0,1428.57,29.77575,28.231997,29.265337,0.6,7.5,0.1,23.157126,23.449836,23.473792000000003,7.1499998,6.7999995,3.3,7.4999995,4.2,57.5,,48.357142857142854,4.482836580728997,13491.666666666666,11890.577502095275,65.0
2791.666666666667,128.09,172.0,0,0,1,0,0,8.26,18.100002,26.400751,20.500002,20.500002,21.877961,20.350001,20.350001,28,8,6,1,-0.8660254037844385,-0.5000000000000004,65.0,47.5,47.67,4000.0,4750.0,2857.14,28.640335,28.902832,29.438248,10.400001,0.2,0.0,23.0821265,23.510252,23.08525,21.1500005,2.7999999,5.95,16.0,7.4999995,65.0,,50.73857142857143,7.722914882718357,9950.0,12921.85648426731,65.0
1583.3333333333337,128.09,172.0,0,0,1,0,0,8.26,14.4,27.119497,31.7,31.7,22.6790015,2.30000015,2.30000015,29,8,0,0,-0.8660254037844385,-0.5000000000000004,65.0,57.5,47.5,2791.666666666667,4000.0,4285.71,26.400751,29.77575,29.225748,20.500002,0.6,7.0,21.877961,23.157126,23.251919,20.350001,7.1499998,2.4999999500000003,18.100002,16.0,65.0,,53.214285714285715,9.209854970162514,2622.222222222222,1469.8434660930056,68.33
375.0,128.25,172.0,0,0,1,0,0,8.26,1.9000001,27.517416,6.299999,6.299999,22.906083,3.0999998,3.0999998,30,8,1,0,-0.8660254037844385,-0.5000000000000004,68.33,65.0,42.5,1583.3333333333337,3250.0,5714.29,27.119497,28.640335,28.317415,31.7,10.400001,5.3,22.6790015,23.0821265,23.3102495,2.30000015,21.1500005,9.199999,14.4,18.100002,68.33,,56.19,10.350331717711535,2791.6666666666665,1208.3333333339447,62.5
9775.0,127.43,172.0,0,0,1,0,0,8.26,11.600001,26.965338,10.0,10.0,22.296708,12.650001,12.650001,31,8,2,0,-0.8660254037844385,-0.5000000000000004,62.5,65.0,47.5,375.0,14625.0,7142.86,27.517416,26.400751,28.231997,6.299999,20.500002,7.5,22.906083,21.877961,23.449836,3.0999998,20.350001,6.7999995,1.9000001,14.4,62.5,,59.04714285714285,8.544328946316151,1583.3333333333337,1208.3333333339692,62.5
22000.0,127.43,178.0,0,0,1,0,0,8.64,29.800003,26.38825,22.000002,22.000002,21.548794,45.149999,45.149999,1,9,3,0,-1.0,-1.8369701987210294e-16,62.5,68.33,47.5,9775.0,24775.0,8571.43,26.965338,27.119497,28.902832,10.0,31.7,0.2,22.296708,22.6790015,23.510252,12.650001,2.30000015,2.7999999,11.600001,1.9000001,62.5,,61.19,6.885688055670185,3911.1111111111113,5114.089560912916,58.33
14666.67,127.6,178.0,0,0,1,0,0,8.64,1.8000002,26.815344,2.9,2.9,22.3508765,7.5000005,7.5000005,2,9,4,0,-1.0,-1.8369701987210294e-16,58.33,62.5,57.5,22000.0,1075.0,10000.0,26.38825,27.517416,29.77575,22.000002,6.299999,0.6,21.548794,22.906083,23.157126,45.149999,3.0999998,7.1499998,29.800003,11.600001,58.33,,62.73714285714285,3.840228787827137,10716.666666666666,10843.210241129442,57.22
7333.33,127.98,178.0,0,0,1,0,0,8.64,6.8999996,26.644503,13.4,13.4,22.4487925,6.949999999999999,6.949999999999999,3,9,5,1,-1.0,-1.8369701987210294e-16,57.22,62.5,65.0,14666.67,4000.0,7500.0,26.815344,26.965338,28.640335,2.9,10.0,10.400001,22.3508765,22.296708,23.0821265,7.5000005,12.650001,21.1500005,1.8000002,29.800003,57.22,,62.69714285714286,3.904786440108637,15480.556666666665,6153.004540842969,56.11
3941.665,127.98,178.0,0,0,1,0,0,8.64,3.0,26.927834,10.000002,10.000002,22.3112945,4.89999945,4.89999945,4,9,6,1,-1.0,-1.8369701987210294e-16,56.11,58.33,65.0,7333.33,2791.666666666667,5000.0,26.644503,26.38825,26.400751,13.4,22.000002,20.500002,22.4487925,21.548794,21.877961,6.949999999999999,45.149999,20.350001,6.8999996,1.8000002,56.11,,61.42714285714286,4.439991419983025,14666.666666666666,7333.3350000006285,55.0
550.0,127.98,178.0,0,0,1,0,0,8.64,2.2,27.215332,1.8,1.8,22.475876,3.8499998,3.8499998,5,9,0,0,-1.0,-1.8369701987210294e-16,55.0,57.22,68.33,3941.665,1583.3333333333337,750.0,26.927834,26.815344,27.119497,10.000002,2.9,31.7,22.3112945,22.3508765,22.6790015,4.89999945,7.5000005,2.30000015,3.0,6.8999996,55.0,,59.99857142857143,4.69996960476483,8647.221666666666,5481.894430423617,56.67
1100.0,128.06,178.0,0,0,1,0,0,8.64,12.700002,26.807001,2.8,2.8,22.34567,7.550000199999999,7.550000199999999,6,9,1,0,-1.0,-1.8369701987210294e-16,56.67,56.11,62.5,550.0,375.0,6050.0,27.215332,26.644503,27.517416,1.8,13.4,6.299999,22.475876,22.4487925,22.906083,3.8499998,6.949999999999999,3.0999998,2.2,3.0,56.67,,58.332857142857144,3.0216646311025364,3941.6649999999995,3391.665000000198,58.33
2675.0,128.04,178.0,0,0,1,0,0,8.64,13.2,27.065332,13.599999,13.599999,22.32275,5.0,5.0,7,9,2,0,-1.0,-1.8369701987210294e-16,58.33,55.0,62.5,1100.0,9775.0,11350.0,26.807001,26.927834,26.965338,2.8,10.000002,10.0,22.34567,22.3112945,22.296708,7.550000199999999,4.89999945,12.650001,12.700002,2.2,58.33,,57.73714285714285,2.412935378922525,1863.8883333333333,1820.2999498461143,53.33
4250.0,128.15,178.0,0,0,1,0,0,8.64,3.1,27.886164,17.800001,17.800001,22.3144185,4.75,4.75,8,9,3,0,-1.0,-1.8369701987210294e-16,53.33,56.67,58.33,2675.0,22000.0,6000.0,27.065332,27.215332,26.38825,13.599999,1.8,22.000002,22.32275,22.475876,21.548794,5.0,3.8499998,45.149999,13.2,12.700002,53.33,,56.42714285714286,1.8101078631366792,1441.6666666666667,1102.9316993063464,57.5
6400.0,127.84,178.0,0,0,1,0,0,8.64,12.900001,27.961166,5.5,5.5,22.2644195,4.89999975,4.89999975,9,9,4,0,-1.0,-1.8369701987210294e-16,57.5,58.33,57.22,4250.0,14666.67,12125.0,27.886164,26.807001,26.815344,17.800001,2.8,2.9,22.3144185,22.34567,22.3508765,4.75,7.550000199999999,7.5000005,3.1,13.2,57.5,,56.30857142857143,1.6877344634291171,2675.0,1575.0000000004438,52.5
13675.0,127.64,178.0,0,0,1,0,0,8.64,6.0999994,28.654917,0.0,0.0,21.723793,31.6499995,31.6499995,10,9,5,1,-1.0,-1.8369701987210294e-16,52.5,53.33,56.11,6400.0,7333.33,18250.0,27.961166,27.065332,26.644503,5.5,13.599999,13.4,22.2644195,22.32275,22.4487925,4.89999975,5.0,6.949999999999999,12.900001,3.1,52.5,,55.63428571428572,2.1440837759038103,4441.666666666667,1869.8819035796496,52.5
12000.0,127.64,178.0,0,0,1,0,0,8.64,5.1000004,28.444504,0.8,0.8,22.459209,5.9499999500000005,5.9499999500000005,11,9,6,1,-1.0,-1.8369701987210294e-16,52.5,57.5,55.0,13675.0,3941.665,15216.666666666666,28.654917,27.886164,26.927834,0.0,17.800001,10.000002,21.723793,22.3144185,22.3112945,31.6499995,4.75,4.89999945,6.0999994,12.900001,52.5,,55.118571428571435,2.4261865040387183,8108.333333333333,4939.277106352152,52.5
1500.0,127.64,178.0,0,0,1,0,0,8.64,9.699999,27.263252,1.2,1.2,21.766499,14.3500015,14.3500015,12,9,0,0,-1.0,-1.8369701987210294e-16,52.5,52.5,56.67,12000.0,550.0,12183.333333333332,28.444504,27.961166,27.215332,0.8,5.5,1.8,22.459209,22.2644195,22.475876,5.9499999500000005,4.89999975,3.8499998,5.1000004,6.0999994,52.5,,54.761428571428574,2.6226032141836217,10691.666666666666,3809.8829815801923,53.33
2375.0,127.54,178.0,0,0,1,0,0,8.64,3.3000002,26.829916,1.0,1.0,21.70921,5.949999999999999,5.949999999999999,13,9,1,0,-1.0,-1.8369701987210294e-16,53.33,52.5,58.33,1500.0,1100.0,9150.0,27.263252,28.654917,26.807001,1.2,0.0,2.8,21.766499,21.723793,22.34567,14.3500015,31.6499995,7.550000199999999,9.699999,5.1000004,53.33,,54.284285714285716,2.5192912835611496,9058.333333333334,6599.068747432054,53.33
2500.0,126.94,178.0,0,0,1,0,0,8.64,14.3,26.432,10.4,10.4,21.6019175,8.5,8.5,14,9,2,0,-1.0,-1.8369701987210294e-16,53.33,52.5,53.33,2375.0,2675.0,13875.0,26.829916,28.444504,27.065332,1.0,0.8,13.599999,21.70921,22.459209,22.32275,5.949999999999999,5.9499999500000005,5.0,3.3000002,9.699999,53.33,,53.56999999999999,1.781965207291818,5291.666666666667,5826.03710366958,47.5
4625.0,127.41,178.0,0,0,1,0,0,8.64,12.700001,25.996588,12.999999,12.999999,21.543585,4.199999849999999,4.199999849999999,15,9,3,0,-1.0,-1.8369701987210294e-16,47.5,53.33,57.5,2500.0,4250.0,10962.5,26.432,27.263252,27.886164,10.4,1.2,17.800001,21.6019175,21.766499,22.3144185,8.5,14.3500015,4.75,14.3,3.3000002,47.5,,52.73714285714285,2.9150226659248584,2125.0,544.8623679438961,52.33
500.0,127.82,178.0,0,0,1,0,0,8.64,12.6,26.1445,29.300003,29.300003,21.382127,11.0000005,11.0000005,16,9,4,0,-1.0,-1.8369701987210294e-16,52.33,53.33,52.5,4625.0,6400.0,8050.0,25.996588,26.829916,27.961166,12.999999,1.0,5.5,21.543585,21.70921,22.2644195,4.199999849999999,5.949999999999999,4.89999975,12.700001,14.3,52.33,,51.99857142857143,2.0267661316440635,3166.6666666666665,1264.4992421250063,65.0
5400.0,127.89,178.0,0,0,1,0,0,8.64,15.299999,25.86325,26.500002,26.500002,21.2529595,7.3,7.3,17,9,5,1,-1.0,-1.8369701987210294e-16,65.0,47.5,52.5,500.0,13675.0,16750.0,26.1445,26.432,28.654917,29.300003,10.4,0.0,21.382127,21.6019175,21.723793,11.0000005,8.5,31.6499995,12.6,12.700001,65.0,,53.784285714285716,5.340271082828458,2541.6666666666665,2062.815632414769,65.0
5000.0,127.89,178.0,0,0,1,0,0,8.64,4.0,27.41117,13.100002,13.100002,22.0362915,2.89999985,2.89999985,18,9,6,1,-1.0,-1.8369701987210294e-16,65.0,52.33,52.5,5400.0,12000.0,12750.0,25.86325,25.996588,28.444504,26.500002,12.999999,0.8,21.2529595,21.543585,22.459209,7.3,4.199999849999999,5.9499999500000005,15.299999,12.6,65.0,,55.57,6.744533589013554,3508.3333333333335,2633.9529861663627,65.0
5000.0,127.89,178.0,0,0,1,0,0,8.64,6.3,27.20492,4.0,4.0,22.768584,4.35000015,4.35000015,19,9,0,0,-1.0,-1.8369701987210294e-16,65.0,65.0,53.33,5000.0,1500.0,8750.0,27.41117,26.1445,27.263252,13.100002,29.300003,1.2,22.0362915,21.382127,21.766499,2.89999985,11.0000005,14.3500015,4.0,15.299999,65.0,,57.355714285714285,7.417445330981151,3633.3333333333335,2720.9067116192527,65.0
8125.0,127.94,178.0,0,0,1,0,0,8.64,0.70000005,27.811167,5.3999996,5.3999996,22.937334,4.9499998000000005,4.9499998000000005,20,9,1,0,-1.0,-1.8369701987210294e-16,65.0,65.0,53.33,5000.0,2375.0,4750.0,27.20492,25.86325,26.829916,4.0,26.500002,1.0,22.768584,21.2529595,21.70921,4.35000015,7.3,5.949999999999999,6.3,4.0,65.0,,59.02285714285714,7.669030173986979,5133.333333333333,230.94010767864955,47.5
11250.0,127.91,178.0,0,0,1,0,0,8.64,3.3,28.45075,0.5,0.5,22.3456675,5.85000005,5.85000005,21,9,2,0,-1.0,-1.8369701987210294e-16,47.5,65.0,47.5,8125.0,2500.0,4000.0,27.811167,27.41117,26.432,5.3999996,13.100002,10.4,22.937334,22.0362915,21.6019175,4.9499998000000005,2.89999985,8.5,0.70000005,6.3,47.5,,58.190000000000005,8.644807690168642,6041.666666666667,1804.2195912179275,48.33
6875.0,128.27,178.0,0,0,1,0,0,8.64,7.3,27.600748,9.8,9.8,22.197752,2.9999999500000003,2.9999999500000003,22,9,3,0,-1.0,-1.8369701987210294e-16,48.33,65.0,52.33,11250.0,4625.0,3250.0,28.45075,27.20492,25.996588,0.5,4.0,12.999999,22.3456675,22.768584,21.543585,5.85000005,4.35000015,4.199999849999999,3.3,0.70000005,48.33,,58.30857142857143,8.477826821718319,8125.0,3125.000000000186,48.33
2500.0,129.68,178.0,0,0,1,0,0,8.64,15.6,27.13408,8.299999,8.299999,21.968584,3.4499999,3.4499999,23,9,4,0,-1.0,-1.8369701987210294e-16,48.33,47.5,65.0,6875.0,500.0,14625.0,27.600748,27.811167,26.1445,9.8,5.3999996,29.300003,22.197752,22.937334,21.382127,2.9999999500000003,4.9499998000000005,11.0000005,7.3,3.3,48.33,,57.737142857142864,9.06259843953098,8750.0,2253.4695471652453,47.6
4525.0,129.89,178.0,0,0,1,0,0,8.64,12.9,26.002838,15.700001,15.700001,21.5696265,2.1500000000000004,2.1500000000000004,24,9,5,1,-1.0,-1.8369701987210294e-16,47.6,48.33,65.0,2500.0,5400.0,24775.0,27.13408,28.45075,25.86325,8.299999,0.5,26.500002,21.968584,22.3456675,21.2529595,3.4499999,5.85000005,7.3,15.6,7.3,47.6,,55.25142857142857,9.124557393049066,6875.0,4375.000000000139,53.33
11500.0,129.89,178.0,1,0,1,0,0,8.64,12.0,26.3445,1.5000001,1.5000001,21.4123345,3.3499999000000003,3.3499999000000003,25,9,6,1,-1.0,-1.8369701987210294e-16,53.33,48.33,65.0,4525.0,5000.0,1075.0,26.002838,27.600748,27.41117,15.700001,9.8,13.100002,21.5696265,22.197752,22.0362915,2.1500000000000004,2.9999999500000003,2.89999985,12.9,15.6,53.33,,53.58428571428571,8.04929573967565,4633.333333333333,2189.5109804097,55.0
250.0,129.89,178.0,1,0,1,0,0,8.64,4.1,25.650747,1.8000002,1.8000002,21.194626,4.25,4.25,26,9,0,0,-1.0,-1.8369701987210294e-16,55.0,47.6,65.0,11500.0,5000.0,4000.0,26.3445,27.13408,27.20492,1.5000001,8.299999,4.0,21.4123345,21.968584,22.768584,3.3499999000000003,3.4499999,4.35000015,12.0,12.9,55.0,,52.15571428571429,6.405036708567236,6175.0,4721.427220661274,55.0
12000.0,130.9,178.0,1,0,1,0,0,8.64,6.7000003,26.040335,1.2,1.2,20.807126,2.75,2.75,27,9,1,0,-1.0,-1.8369701987210294e-16,55.0,53.33,47.5,250.0,8125.0,2791.666666666667,25.650747,26.002838,27.811167,1.8000002,15.700001,5.3999996,21.194626,21.5696265,22.937334,4.25,2.1500000000000004,4.9499998000000005,4.1,12.0,55.0,,50.72714285714286,3.5349573985441927,5425.0,5678.743258855895,55.0
1750.0,130.84,178.0,1,0,1,0,0,8.64,0.9000001,26.915337,0.0,0.0,21.2029595,0.75,0.75,28,9,2,0,-1.0,-1.8369701987210294e-16,55.0,55.0,48.33,12000.0,11250.0,1583.3333333333337,26.040335,26.3445,28.45075,1.2,1.5000001,0.5,20.807126,21.4123345,22.3456675,2.75,3.3499999000000003,5.85000005,6.7000003,4.1,55.0,,51.798571428571435,3.5304080433258016,7916.666666666667,6644.23308842597,48.33
3500.0,131.41,178.0,1,0,1,0,0,8.64,0.4,26.802832,6.2,6.2,21.2102515,1.55000005,1.55000005,29,9,3,0,-1.0,-1.8369701987210294e-16,48.33,55.0,48.33,1750.0,6875.0,375.0,26.915337,25.650747,27.600748,0.0,1.8000002,9.8,21.2029595,21.194626,22.197752,0.75,4.25,2.9999999500000003,0.9000001,6.7000003,48.33,,51.79857142857143,3.5304080433258016,4666.666666666667,6394.985014316659,55.0
11000.0,131.28,178.0,1,0,1,0,0,8.64,22.4,26.60283,10.2,10.2,21.233167,4.499999750000001,4.499999750000001,30,9,4,0,-1.0,-1.8369701987210294e-16,55.0,55.0,47.6,3500.0,2500.0,9775.0,26.802832,26.040335,27.13408,6.2,1.2,8.299999,21.2102515,20.807126,21.968584,1.55000005,2.75,3.4499999,0.4,0.9000001,55.0,,52.75142857142857,3.332798766659369,5750.0,5482.928049865442,43.33
8025.0,130.45,178.0,1,1,0,0,0,8.5,8.200001,27.381998,1.2,1.2,21.571709,3.1,3.1,1,10,5,1,-0.8660254037844386,0.5000000000000001,43.33,48.33,53.33,11000.0,4525.0,22000.0,26.60283,26.915337,26.002838,10.2,0.0,15.700001,21.233167,21.2029595,21.5696265,4.499999750000001,0.75,2.1500000000000004,22.4,0.4,43.33,,52.14142857142856,4.587422764368485,5416.666666666667,4913.8409959353185,49.0
5050.0,130.45,178.0,1,1,0,0,0,8.5,3.3,28.475752,0.0,0.0,22.6237905,0.25,0.25,2,10,6,1,-0.8660254037844386,0.5000000000000001,49.0,55.0,55.0,8025.0,11500.0,14666.67,27.381998,26.802832,26.3445,1.2,6.2,1.5000001,21.571709,21.2102515,21.4123345,3.1,1.55000005,3.3499999000000003,8.200001,22.4,49.0,,51.52285714285714,4.691199968329606,7508.333333333333,3776.6001023850167,55.0
4559.375,130.45,178.0,1,1,0,0,0,8.5,1.9000001,28.088255,2.5,2.5,22.29671,2.20000005,2.20000005,3,10,0,0,-0.8660254037844386,0.5000000000000001,55.0,43.33,55.0,5050.0,250.0,7333.33,28.475752,26.60283,25.650747,0.0,10.2,1.8000002,22.6237905,21.233167,21.194626,0.25,4.499999750000001,4.25,3.3,8.200001,55.0,,51.52285714285714,4.691199968329606,8025.0,2975.0000000001955,60.0
4068.75,131.3,178.0,1,1,0,0,0,8.5,15.299999,25.538252,18.199999,18.199999,20.517543,12.85,12.85,4,10,1,0,-0.8660254037844386,0.5000000000000001,60.0,49.0,55.0,4559.375,12000.0,3941.665,28.088255,27.381998,26.040335,2.5,1.2,1.2,22.29671,21.571709,20.807126,2.20000005,3.1,2.75,1.9000001,3.3,60.0,,52.23714285714285,5.601251985897652,5878.125,1875.3619442327015,58.33
