Supply_Volume,USD_TO_NPR,Diesel,is_festival,Season_Autumn,Season_Monsoon,Season_Spring,Season_Winter,Inflation,Kathmandu_Rainfall_MM,Sarlahi_Temperature,Sarlahi_Rainfall_MM,Hilly_Temperature,Hilly_Rainfall_MM,day,month,day_of_week,is_weekend,month_sin,month_cos,Average_Price
14208.333333333332,131.94,178.0,0,0,0,0,1,7.38,0.0,17.515335,0.0,14.55920775,0.0,10,12,5,1,-2.4492935982947064e-16,1.0,55.0
15750.0,131.94,178.0,0,0,0,0,1,7.38,0.0,16.150751,0.0,14.6123345,0.0,11,12,6,1,-2.4492935982947064e-16,1.0,55.0
2300.0,131.94,178.0,0,0,0,0,1,7.38,0.0,17.282,0.0,14.324835,0.0,12,12,0,0,-2.4492935982947064e-16,1.0,45.0
3000.0,132.36,178.0,0,0,0,0,1,7.38,0.0,17.619501,0.0,14.0352505,0.0,13,12,1,0,-2.4492935982947064e-16,1.0,45.0
13225.0,132.8,178.0,0,0,0,0,1,7.38,0.0,17.571585,0.0,12.87379125,0.0,14,12,2,0,-2.4492935982947064e-16,1.0,55.0
23450.0,132.24,178.0,0,0,0,0,1,7.38,0.0,16.490335,0.0,12.67066675,0.0,15,12,3,0,-2.4492935982947064e-16,1.0,55.0
6475.0,132.72,175.0,0,0,0,0,1,7.38,0.0,16.484083,0.0,13.148793,0.05,16,12,4,0,-2.4492935982947064e-16,1.0,55.0
7481.25,132.9,175.0,0,0,0,0,1,7.38,1.9000001,17.379917,0.0,13.7685845,0.0,17,12,5,1,-2.4492935982947064e-16,1.0,45.0
8487.5,132.9,175.0,0,0,0,0,1,7.38,0.2,17.507,0.0,14.4279605,0.0,18,12,6,1,-2.4492935982947064e-16,1.0,45.0
9493.75,132.9,175.0,0,0,0,0,1,7.38,0.0,17.321583,0.0,14.306085,0.0,19,12,0,0,-2.4492935982947064e-16,1.0,35.0
10500.0,132.64,175.0,0,0,0,0,1,7.38,0.0,17.200752,0.0,13.226917,0.0,20,12,1,0,-2.4492935982947064e-16,1.0,36.67
8375.0,132.72,175.0,0,0,0,0,1,7.38,0.0,16.765333,0.0,13.005043,0.0,21,12,2,0,-2.4492935982947064e-16,1.0,35.0
6250.0,132.8,175.0,0,0,0,0,1,7.38,0.0,15.352836,0.0,13.029001,0.0,22,12,3,0,-2.4492935982947064e-16,1.0,35.0
4125.0,132.73,175.0,0,0,0,0,1,7.38,0.0,14.609084,0.0,12.1914995,0.0,23,12,4,0,-2.4492935982947064e-16,1.0,34.0
2000.0,132.88,175.0,0,0,0,0,1,7.38,0.0,14.298668,0.0,12.3300425,0.0,24,12,5,1,-2.4492935982947064e-16,1.0,35.0
1350.0,132.88,175.0,0,0,0,0,1,7.38,0.0,14.954918,0.0,12.4394155,0.0,25,12,6,1,-2.4492935982947064e-16,1.0,35.0
4000.0,132.88,175.0,0,0,0,0,1,7.38,0.0,15.111167,0.0,11.978999,0.0,26,12,0,0,-2.4492935982947064e-16,1.0,36.67
15500.0,132.55,175.0,0,0,0,0,1,7.38,0.0,13.825749,0.0,11.230042,0.0,27,12,1,0,-2.4492935982947064e-16,1.0,50.0
10500.0,132.86,175.0,0,0,0,0,1,7.38,0.0,13.0424185,0.0,9.827959,0.0,28,12,2,0,-2.4492935982947064e-16,1.0,55.0
5375.0,132.88,175.0,0,0,0,0,1,7.38,0.0,13.336166,0.0,9.3279575,0.0,29,12,3,0,-2.4492935982947064e-16,1.0,45.0
250.0,132.78,175.0,0,0,0,0,1,7.38,0.1,14.377833,0.0,10.838375,0.0,30,12,4,0,-2.4492935982947064e-16,1.0,45.0
4500.0,132.66,175.0,0,0,0,0,1,7.38,0.2,14.3445015,0.0,11.1289995,0.05,31,12,5,1,-2.4492935982947064e-16,1.0,45.0
10000.0,132.66,175.0,0,0,0,0,1,7.26,0.2,14.490333,0.0,10.854,0.15,1,1,6,1,0.4999999999999999,0.8660254037844387,45.0
10375.0,132.66,175.0,0,0,0,0,1,7.26,0.0,13.015334,0.0,10.83524925,0.0,2,1,0,0,0.4999999999999999,0.8660254037844387,46.67
30650.0,132.69,175.0,0,0,0,0,1,7.26,0.0,12.413251,0.0,10.658166,0.0,3,1,1,0,0.4999999999999999,0.8660254037844387,45.0
22975.0,132.92,175.0,0,0,0,0,1,7.26,0.0,11.973667,0.0,10.5612925,0.0,4,1,2,0,0.4999999999999999,0.8660254037844387,55.0
48750.0,132.79,175.0,0,0,0,0,1,7.26,0.0,10.990333,0.0,10.93525,0.0,5,1,3,0,0.4999999999999999,0.8660254037844387,46.67
51275.0,132.4,175.0,0,0,0,0,1,7.26,0.0,11.417417,0.0,12.46649925,0.0,6,1,4,0,0.4999999999999999,0.8660254037844387,36.67
47750.0,132.66,175.0,0,0,0,0,1,7.26,0.0,11.029918,0.0,13.6727505,0.0,7,1,5,1,0.4999999999999999,0.8660254037844387,45.0
60500.0,132.66,172.0,0,0,0,0,1,7.26,0.0,10.431999,0.0,13.533166,0.0,8,1,6,1,0.4999999999999999,0.8660254037844387,45.0
61150.0,132.66,172.0,0,0,0,0,1,7.26,0.0,10.300751,0.0,13.4456675,0.0,9,1,0,0,0.4999999999999999,0.8660254037844387,45.0
45750.0,132.08,172.0,0,0,0,0,1,7.26,0.0,10.671584,0.0,13.1165015,0.0,10,1,1,0,0.4999999999999999,0.8660254037844387,45.0
49250.0,131.16,172.0,0,0,0,0,1,7.26,0.0,10.669501,0.0,12.34358425,0.0,11,1,2,0,0.4999999999999999,0.8660254037844387,46.67
52750.0,130.83,172.0,0,0,0,0,1,7.26,0.0,11.209084,0.0,12.498791,0.0,12,1,3,0,0.4999999999999999,0.8660254037844387,46.67
66050.0,130.79,172.0,0,0,0,0,1,7.26,0.0,11.821584,0.0,12.4477505,0.0,13,1,4,0,0.4999999999999999,0.8660254037844387,46.67
66050.0,130.43,172.0,0,0,0,0,1,7.26,0.0,13.504918,0.0,12.345666,0.0,14,1,5,1,0.4999999999999999,0.8660254037844387,45.0
21000.0,130.43,172.0,0,0,0,0,1,7.26,0.0,13.452835,0.0,10.967542,0.0,15,1,6,1,0.4999999999999999,0.8660254037844387,45.0
32500.0,130.43,172.0,0,0,0,0,1,7.26,0.0,12.144501,0.0,9.678999999999998,0.05,16,1,0,0,0.4999999999999999,0.8660254037844387,45.0
55500.0,130.89,172.0,0,0,0,0,1,7.26,0.0,11.727836,0.0,8.939416999999999,0.0,17,1,1,0,0.4999999999999999,0.8660254037844387,45.0
76250.0,131.12,172.0,0,0,0,0,1,7.26,0.0,12.569499,0.0,8.6415,0.0,18,1,2,0,0.4999999999999999,0.8660254037844387,45.0
59500.0,130.29,172.0,0,0,0,0,1,7.26,0.0,12.669499,0.0,9.3467075,0.0,19,1,3,0,0.4999999999999999,0.8660254037844387,56.67
79425.0,130.48,172.0,0,0,0,0,1,7.26,0.0,13.419502,0.0,11.8654585,0.0,20,1,4,0,0.4999999999999999,0.8660254037844387,56.67
79425.0,130.1,172.0,0,0,0,0,1,7.26,0.0,14.888249,0.0,13.485251,0.0,21,1,5,1,0.4999999999999999,0.8660254037844387,56.67
59250.0,130.1,172.0,0,0,0,0,1,7.26,0.0,14.046582,0.0,13.2290005,0.0,22,1,6,1,0.4999999999999999,0.8660254037844387,56.67
114550.0,130.1,172.0,0,0,0,0,1,7.26,0.0,14.9695015,0.0,13.7821255,0.0,23,1,0,0,0.4999999999999999,0.8660254037844387,55.0
46250.0,130.53,172.0,0,0,0,0,1,7.26,0.0,16.081999,0.0,14.5258765,0.0,24,1,1,0,0.4999999999999999,0.8660254037844387,56.67
53900.0,131.06,172.0,0,0,0,0,1,7.26,0.0,17.004915,0.0,15.1081655,0.0,25,1,2,0,0.4999999999999999,0.8660254037844387,56.67
11250.0,130.85,172.0,0,0,0,0,1,7.26,0.0,16.075748,0.0,16.096708999999997,0.0,26,1,3,0,0.4999999999999999,0.8660254037844387,55.0
32750.0,130.85,172.0,0,0,0,0,1,7.26,0.0,16.717417,0.0,16.3842085,0.0,27,1,4,0,0.4999999999999999,0.8660254037844387,55.0
45100.0,130.74,172.0,0,0,0,0,1,7.26,0.0,14.627833,0.0,14.3290005,0.0,28,1,5,1,0.4999999999999999,0.8660254037844387,56.0
97400.0,130.74,172.0,0,0,0,0,1,7.26,0.0,15.227834,0.0,14.29150025,0.0,29,1,6,1,0.4999999999999999,0.8660254037844387,55.0
34250.0,130.74,172.0,0,0,0,0,1,7.26,0.0,17.498669,0.0,16.126917,0.0,30,1,0,0,0.4999999999999999,0.8660254037844387,45.0
42500.0,130.7,172.0,0,0,0,0,1,7.26,0.0,17.792418,0.0,17.163375000000002,0.0,31,1,1,0,0.4999999999999999,0.8660254037844387,45.0
62000.0,131.38,172.0,0,0,0,0,1,7.88,0.0,16.273668,0.0,14.6071255,0.0,1,2,2,0,0.8660254037844386,0.5000000000000001,45.0
29000.0,131.38,172.0,0,0,0,0,1,7.88,0.0,14.286168,0.0,13.80191775,0.0,2,2,3,0,0.8660254037844386,0.5000000000000001,45.0
21000.0,131.78,172.0,0,0,0,0,1,7.88,0.0,15.227837,0.0,13.795669,0.0,3,2,4,0,0.8660254037844386,0.5000000000000001,46.67
5000.0,131.23,172.0,0,0,0,0,1,7.88,0.70000005,15.050754,0.0,13.70087525,0.0,4,2,5,1,0.8660254037844386,0.5000000000000001,46.0
7000.0,131.23,172.0,0,0,0,0,1,7.88,0.0,16.232,0.0,12.9550415,0.0,5,2,6,1,0.8660254037844386,0.5000000000000001,45.0
13787.5,131.23,175.0,0,0,0,0,1,7.88,0.2,15.894501,0.0,13.073793,0.0,6,2,0,0,0.8660254037844386,0.5000000000000001,46.67
20575.0,132.67,175.0,0,0,0,0,1,7.88,0.4,16.790335,0.0,12.915459,0.0,7,2,1,0,0.8660254037844386,0.5000000000000001,46.67
5950.0,132.63,175.0,0,0,0,0,1,7.88,0.0,16.567417,0.0,13.1842085,0.0,8,2,2,0,0.8660254037844386,0.5000000000000001,45.0
12000.0,132.3,175.0,0,0,0,0,1,7.88,0.1,16.746584,0.0,12.505043,0.15,9,2,3,0,0.8660254037844386,0.5000000000000001,46.67
4000.0,132.32,175.0,0,0,0,0,1,7.88,0.0,16.84867,0.0,13.627959,0.0,10,2,4,0,0.8660254037844386,0.5000000000000001,46.67
9000.0,132.3,175.0,0,0,0,0,1,7.88,0.0,17.361166,0.0,15.674833,0.0,11,2,5,1,0.8660254037844386,0.5000000000000001,45.0
14000.0,132.3,175.0,0,0,0,0,1,7.88,0.0,18.742416,0.0,13.9612925,0.0,12,2,6,1,0.8660254037844386,0.5000000000000001,45.0
12000.0,132.3,175.0,0,0,0,0,1,7.88,0.0,15.713252,0.0,12.36649925,0.0,13,2,0,0,0.8660254037844386,0.5000000000000001,56.67
12000.0,132.66,175.0,0,0,0,0,1,7.88,0.0,15.673667,0.0,12.5717095,0.0,14,2,1,0,0.8660254037844386,0.5000000000000001,55.0
22000.0,132.72,175.0,0,0,0,0,1,7.88,0.0,16.379917,0.0,14.449834,0.0,15,2,2,0,0.8660254037844386,0.5000000000000001,56.67
14250.0,132.79,175.0,0,0,0,0,1,7.88,0.0,18.619501,0.0,15.9685835,0.0,16,2,3,0,0.8660254037844386,0.5000000000000001,56.67
8125.0,132.66,175.0,0,0,0,0,1,7.88,0.0,20.465334,0.0,16.735250999999998,0.0,17,2,4,0,0.8660254037844386,0.5000000000000001,45.0
2000.0,132.84,175.0,0,0,0,0,1,7.88,0.0,21.006998,0.0,16.619625,0.0,18,2,5,1,0.8660254037844386,0.5000000000000001,41.0
625.0,132.84,175.0,0,0,0,0,1,7.88,0.0,21.196585,0.0,16.947750499999998,0.0,19,2,6,1,0.8660254037844386,0.5000000000000001,37.67
18125.0,132.84,175.0,0,0,0,0,1,7.88,0.0,20.890333,0.0,16.630043,0.0,20,2,0,0,0.8660254037844386,0.5000000000000001,42.0
13000.0,132.66,175.0,0,0,0,0,1,7.88,0.0,21.265335,0.0,17.065458999999997,0.0,21,2,1,0,0.8660254037844386,0.5000000000000001,38.33
42000.0,132.77,175.0,0,0,0,0,1,7.88,0.1,21.546583,0.0,17.017542,0.4,22,2,2,0,0.8660254037844386,0.5000000000000001,55.0
6550.0,132.87,175.0,0,0,0,0,1,7.88,0.0,20.025747,0.0,16.893585,0.60000002,23,2,3,0,0.8660254037844386,0.5000000000000001,55.0
31800.0,132.68,175.0,0,0,0,0,1,7.88,0.0,20.144499,0.0,16.4904595,0.05,24,2,4,0,0.8660254037844386,0.5000000000000001,55.0
24875.0,132.71,175.0,0,0,0,0,1,7.88,1.1000001,20.92992,0.0,15.27379225,2.95000005,25,2,5,1,0.8660254037844386,0.5000000000000001,55.0
46000.0,132.71,175.0,0,0,0,0,1,7.88,3.8,20.902832,1.6,13.342543,7.1000000000000005,26,2,6,1,0.8660254037844386,0.5000000000000001,55.0
7000.0,132.71,175.0,0,0,0,0,1,7.88,4.7000003,20.821585,0.0,13.797749,4.54999985,27,2,0,0,0.8660254037844386,0.5000000000000001,55.0
18000.0,132.84,175.0,0,0,0,0,1,7.88,1.1,20.734085,0.0,15.2904585,0.75,28,2,1,0,0.8660254037844386,0.5000000000000001,56.67
19475.0,132.57,175.0,0,0,0,1,0,7.44,0.2,22.009085,0.0,16.302958,0.05,1,3,2,0,1.0,6.123233995736766e-17,55.0
32060.0,132.31,175.0,0,0,0,1,0,7.44,0.3,22.411165,0.0,16.440458999999997,3.05,2,3,3,0,1.0,6.123233995736766e-17,55.0
14000.0,132.46,175.0,0,0,0,1,0,7.44,0.2,22.994501,0.0,17.010251,0.35,3,3,4,0,1.0,6.123233995736766e-17,45.0
32212.5,131.45,175.0,0,0,0,1,0,7.44,0.3,23.875748,0.0,16.9852505,4.1,4,3,5,1,1.0,6.123233995736766e-17,45.0
50425.0,131.45,175.0,1,0,0,1,0,7.44,0.2,23.8945,0.0,17.844625999999998,2.8000000000000003,5,3,6,1,1.0,6.123233995736766e-17,45.0
12000.0,131.45,175.0,1,0,0,1,0,7.44,0.0,22.413252,0.0,17.965457999999998,0.15,6,3,0,0,1.0,6.123233995736766e-17,46.67
6000.0,131.36,175.0,1,0,0,1,0,7.44,0.3,21.713251,0.0,17.686292,0.0,7,3,1,0,1.0,6.123233995736766e-17,56.67
4000.0,131.36,175.0,1,0,0,1,0,7.44,2.0,18.70075,4.0,15.522752,1.7,8,3,2,0,1.0,6.123233995736766e-17,56.67
2750.0,131.6,175.0,1,0,0,1,0,7.44,7.1,20.692417,0.0,16.1425425,0.84999995,9,3,3,0,1.0,6.123233995736766e-17,65.0
2250.0,131.47,175.0,1,0,0,1,0,7.44,0.2,21.192415,0.0,17.236292,0.0,10,3,4,0,1.0,6.123233995736766e-17,65.0
1750.0,131.57,175.0,1,0,0,1,0,7.44,0.4,21.507002,0.0,17.527957999999998,0.4,11,3,5,1,1.0,6.123233995736766e-17,65.0
3500.0,131.57,175.0,1,0,0,1,0,7.44,0.0,22.902838,0.0,18.170668,0.0,12,3,6,1,1.0,6.123233995736766e-17,65.0
19750.0,131.57,175.0,1,0,0,1,0,7.44,6.2999997,23.059088,0.0,17.780041500000003,1.7000001,13,3,0,0,1.0,6.123233995736766e-17,66.67
23625.0,131.7,175.0,1,0,0,1,0,7.44,1.4000001,22.207,1.1,16.3727515,4.0,14,3,1,0,1.0,6.123233995736766e-17,36.67
19600.0,132.29,175.0,1,0,0,1,0,7.44,3.5,22.748665,0.0,17.094625999999998,1.45,15,3,2,0,1.0,6.123233995736766e-17,55.0
65000.0,132.46,175.0,1,0,0,1,0,7.44,0.8000001,23.134085,0.0,17.611291,0.400000025,16,3,3,0,1.0,6.123233995736766e-17,45.0
49250.0,132.68,175.0,1,0,0,1,0,7.44,1.1,21.829916,1.3,16.307125,3.35000005,17,3,4,0,1.0,6.123233995736766e-17,46.67
28825.0,132.39,175.0,1,0,0,1,0,7.44,9.800001,22.540335,0.0,16.071709499999997,6.9,18,3,5,1,1.0,6.123233995736766e-17,46.67
53925.0,132.39,175.0,1,0,0,1,0,7.44,14.300001,21.257,7.2,15.4019165,5.10000005,19,3,6,1,1.0,6.123233995736766e-17,45.0
75050.0,132.39,175.0,1,0,0,1,0,7.44,12.3,20.032,8.999999,14.4165,7.4000003,20,3,0,0,1.0,6.123233995736766e-17,56.67
23275.0,132.52,175.0,1,0,0,1,0,7.44,16.400003,20.1695,5.3999996,14.3727515,10.600001,21,3,1,0,1.0,6.123233995736766e-17,56.67
97600.0,132.56,175.0,1,0,0,1,0,7.44,2.6,20.984083,0.0,15.085251,1.05000005,22,3,2,0,1.0,6.123233995736766e-17,56.67
101050.0,132.56,175.0,1,0,0,1,0,7.44,0.8000001,21.252832,0.0,15.787334,7.549999,23,3,3,0,1.0,6.123233995736766e-17,56.67
56125.0,131.93,175.0,1,0,0,1,0,7.44,6.3,21.982,0.0,16.2092085,2.1,24,3,4,0,1.0,6.123233995736766e-17,45.0
14000.0,132.28,175.0,1,0,0,1,0,7.44,0.5,23.494505,0.1,17.517542,0.7000000000000001,25,3,5,1,1.0,6.123233995736766e-17,46.67
102075.0,132.28,175.0,0,0,0,1,0,7.44,0.0,24.465338,0.0,18.606086,0.0,26,3,6,1,1.0,6.123233995736766e-17,45.0
89900.0,132.28,175.0,0,0,0,1,0,7.44,0.1,23.602835,0.0,18.00296,0.0,27,3,0,0,1.0,6.123233995736766e-17,45.0
97000.0,132.1,175.0,0,0,0,1,0,7.44,0.0,23.1695,0.0,18.4310835,0.0,28,3,1,0,1.0,6.123233995736766e-17,45.0
37550.0,131.81,175.0,0,0,0,1,0,7.44,0.4,23.134085,0.0,18.710251,0.0,29,3,2,0,1.0,6.123233995736766e-17,55.0
97100.0,132.05,175.0,0,0,0,1,0,7.44,0.0,24.188248,0.0,19.125876,0.0,30,3,3,0,1.0,6.123233995736766e-17,45.0
88800.0,132.05,175.0,0,0,0,1,0,7.44,7.9999995,22.779915,8.1,16.577958,2.85000005,31,3,4,0,1.0,6.123233995736766e-17,45.0
17800.0,131.77,175.0,0,0,0,1,0,7.76,8.1,21.467415,0.4,15.047751,2.5,1,4,5,1,0.8660254037844387,-0.4999999999999998,45.0
52500.0,131.77,175.0,0,0,0,1,0,7.76,13.300001,20.99033,0.9,14.544626,8.3000005,2,4,6,1,0.8660254037844387,-0.4999999999999998,55.0
73400.0,131.77,165.0,0,0,0,1,0,7.76,0.6,22.471586,0.0,16.8737925,4.1500002,3,4,0,0,0.8660254037844387,-0.4999999999999998,65.0
58500.0,132.04,165.0,0,0,0,1,0,7.76,0.8,23.727835,0.9,17.406084,3.85,4,4,1,0,0.8660254037844387,-0.4999999999999998,65.0
40800.0,132.04,165.0,0,0,0,1,0,7.76,0.1,23.796585,0.0,18.695668,0.55,5,4,2,0,0.8660254037844387,-0.4999999999999998,65.0
27250.0,131.51,165.0,0,0,0,1,0,7.76,0.0,23.8945,0.0,19.362333,0.0,6,4,3,0,0.8660254037844387,-0.4999999999999998,65.0
19000.0,131.32,165.0,0,0,0,1,0,7.76,0.0,24.465332,0.0,19.802958500000003,0.0,7,4,4,0,0.8660254037844387,-0.4999999999999998,65.0
10625.0,131.32,165.0,0,0,0,1,0,7.76,0.0,24.636168,0.0,20.3769165,0.0,8,4,5,1,0.8660254037844387,-0.4999999999999998,55.0
29250.0,131.32,165.0,0,0,0,1,0,7.76,0.0,25.938248,0.0,20.9592095,0.15,9,4,6,1,0.8660254037844387,-0.4999999999999998,55.0
47250.0,131.32,165.0,0,0,0,1,0,7.76,0.0,25.813253,0.0,20.948793,0.0,10,4,0,0,0.8660254037844387,-0.4999999999999998,55.0
25100.0,131.48,165.0,0,0,0,1,0,7.76,0.0,25.007004,0.0,21.771708,0.0,11,4,1,0,0.8660254037844387,-0.4999999999999998,55.0
55250.0,131.71,165.0,0,0,0,1,0,7.76,0.0,25.400751,0.0,22.4717075,0.0,12,4,2,0,0.8660254037844387,-0.4999999999999998,55.0
11250.0,131.63,165.0,1,0,0,1,0,7.76,0.0,26.186165,0.0,23.064416,0.0,13,4,3,0,0.8660254037844387,-0.4999999999999998,55.0
27450.0,131.27,165.0,1,0,0,1,0,7.76,0.0,27.654917,0.0,23.7279625,0.0,14,4,4,0,0.8660254037844387,-0.4999999999999998,55.0
24480.0,131.27,165.0,0,0,0,1,0,7.76,0.8,28.409082,0.0,24.3467105,0.0,15,4,5,1,0.8660254037844387,-0.4999999999999998,55.0
8550.0,131.27,165.0,0,0,0,1,0,7.76,0.0,28.48408,0.0,24.991504,0.0,16,4,6,1,0.8660254037844387,-0.4999999999999998,55.0
15275.0,131.27,165.0,0,0,0,1,0,7.76,0.0,28.469498,0.0,25.063378,0.0,17,4,0,0,0.8660254037844387,-0.4999999999999998,45.0
11250.0,131.46,165.0,0,0,0,1,0,7.76,0.0,29.802834,0.0,25.764418,0.0,18,4,1,0,0.8660254037844387,-0.4999999999999998,55.0
16590.0,131.57,165.0,0,0,0,1,0,7.76,0.0,29.79033,0.0,25.5894185,0.15,19,4,2,0,0.8660254037844387,-0.4999999999999998,55.0
17720.0,131.87,165.0,0,0,0,1,0,7.76,0.1,28.596582,0.0,24.5008755,0.0,20,4,3,0,0.8660254037844387,-0.4999999999999998,55.0
34050.0,131.74,165.0,0,0,0,1,0,7.76,0.1,27.846582,2.6,21.9102485,0.95,21,4,4,0,0.8660254037844387,-0.4999999999999998,55.0
21365.0,131.65,165.0,0,0,0,1,0,7.76,0.8000001,27.498667,0.0,21.426918,0.2,22,4,5,1,0.8660254037844387,-0.4999999999999998,55.0
15000.0,131.65,165.0,0,0,0,1,0,7.76,3.6999998,26.917418,0.0,20.8487935,0.79999995,23,4,6,1,0.8660254037844387,-0.4999999999999998,55.0
27830.0,131.65,165.0,0,0,0,1,0,7.76,0.3,24.319502,0.6,17.82796,3.20000005,24,4,0,0,0.8660254037844387,-0.4999999999999998,55.0
24250.0,131.36,165.0,0,0,0,1,0,7.76,2.6,25.940332,0.0,19.047751,0.3,25,4,1,0,0.8660254037844387,-0.4999999999999998,55.0
56575.0,131.37,165.0,0,0,0,1,0,7.76,0.4,27.488249,0.0,20.5039995,0.8500000000000001,26,4,2,0,0.8660254037844387,-0.4999999999999998,55.0
28000.0,131.13,165.0,0,0,0,1,0,7.76,0.1,27.092417,0.0,20.9342085,0.05,27,4,3,0,0.8660254037844387,-0.4999999999999998,55.0
30750.0,131.25,165.0,0,0,0,1,0,7.76,0.0,27.56325,0.0,21.164417,0.0,28,4,4,0,0.8660254037844387,-0.4999999999999998,55.0
20837.5,131.23,165.0,0,0,0,1,0,7.76,2.0,27.479918,0.5,20.9508765,1.650000025,29,4,5,1,0.8660254037844387,-0.4999999999999998,55.0
10925.0,131.23,165.0,0,0,0,1,0,7.76,2.6,25.52575,5.9,19.145668,2.1999999,30,4,6,1,0.8660254037844387,-0.4999999999999998,55.0
10592.5,131.23,165.0,0,0,0,1,0,7.41,6.7000003,24.3945,0.4,17.565458999999997,2.4499999,1,5,0,0,0.4999999999999999,-0.8660254037844387,45.0
10260.0,131.23,165.0,0,0,0,1,0,7.41,13.4,24.992416,0.4,17.839418000000002,3.09999985,2,5,1,0,0.4999999999999999,-0.8660254037844387,55.0
28300.0,131.32,165.0,0,0,0,1,0,7.41,6.0,26.831999,0.0,19.2321265,5.49999985,3,5,2,0,0.4999999999999999,-0.8660254037844387,55.0
32200.0,131.22,165.0,0,0,0,1,0,7.41,11.9,26.24659,6.1,18.7217085,4.4500005,4,5,3,0,0.4999999999999999,-0.8660254037844387,55.0
12000.0,131.19,165.0,0,0,0,1,0,7.41,0.4,27.55075,0.0,20.205042,0.0,5,5,4,0,0.4999999999999999,-0.8660254037844387,55.0
12262.5,131.19,165.0,0,0,0,1,0,7.41,0.1,29.042414,0.0,21.7644175,0.25,6,5,5,1,0.4999999999999999,-0.8660254037844387,55.0
12525.0,131.19,165.0,0,0,0,1,0,7.41,0.4,30.28408,0.0,22.1987925,1.69999985,7,5,6,1,0.4999999999999999,-0.8660254037844387,55.0
20000.0,131.19,165.0,0,0,0,1,0,7.41,0.1,30.33825,0.0,23.362336,0.0,8,5,0,0,0.4999999999999999,-0.8660254037844387,55.0
11250.0,131.18,165.0,0,0,0,1,0,7.41,0.0,29.982004,0.0,23.488376,0.0,9,5,1,0,0.4999999999999999,-0.8660254037844387,55.0
11250.0,131.57,165.0,0,0,0,1,0,7.41,0.0,29.698664,0.0,23.7831675,0.0,10,5,2,0,0.4999999999999999,-0.8660254037844387,56.67
11250.0,131.48,165.0,0,0,0,1,0,7.41,0.0,29.22367,0.0,23.8404605,0.0,11,5,3,0,0.4999999999999999,-0.8660254037844387,55.0
11250.0,131.65,165.0,0,0,0,1,0,7.41,0.1,30.454918,0.0,23.9123325,0.0,12,5,4,0,0.4999999999999999,-0.8660254037844387,55.0
10625.0,131.77,165.0,0,0,0,1,0,7.41,0.70000005,31.709078,0.0,23.965459000000003,0.0,13,5,5,1,0.4999999999999999,-0.8660254037844387,55.0
39950.0,131.77,165.0,0,0,0,1,0,7.41,11.2,31.996588,0.0,22.855042500000003,3.5499997,14,5,6,1,0.4999999999999999,-0.8660254037844387,55.0
41300.0,131.77,165.0,0,0,0,1,0,7.41,2.0,30.184082,0.0,21.273793,7.85,15,5,0,0,0.4999999999999999,-0.8660254037844387,55.0
2625.0,131.98,155.0,0,0,0,1,0,7.41,17.5,29.29658,1.6,20.476917,17.65,16,5,1,0,0.4999999999999999,-0.8660254037844387,55.0
2500.0,131.84,155.0,0,0,0,1,0,7.41,10.099999,28.404917,6.1000004,20.693583,22.2999975,17,5,2,0,0.4999999999999999,-0.8660254037844387,55.0
13887.5,132.12,155.0,0,0,0,1,0,7.41,7.4999995,27.975748,1.2,20.7071265,22.300003,18,5,3,0,0.4999999999999999,-0.8660254037844387,55.0
25275.0,132.47,155.0,0,0,0,1,0,7.41,0.6,28.31117,0.0,21.669626,5.8500005,19,5,4,0,0.4999999999999999,-0.8660254037844387,55.0
5125.0,132.56,155.0,0,0,0,1,0,7.41,0.70000005,28.95492,0.0,21.439418,7.6,20,5,5,1,0.4999999999999999,-0.8660254037844387,55.0
2625.0,132.56,155.0,0,0,0,1,0,7.41,1.2,29.1445,1.6,21.7915025,0.55,21,5,6,1,0.4999999999999999,-0.8660254037844387,55.0
13000.0,132.56,155.0,0,0,0,1,0,7.41,1.4,30.23617,0.3,22.734209,0.8500000000000001,22,5,0,0,0.4999999999999999,-0.8660254037844387,55.0
6575.0,132.83,155.0,0,0,0,1,0,7.41,4.4,26.396585,7.5999994,21.4019185,2.8499997500000003,23,5,1,0,0.4999999999999999,-0.8660254037844387,45.0
2625.0,132.79,155.0,0,0,0,1,0,7.41,8.1,28.18825,0.2,21.5571275,9.75,24,5,2,0,0.4999999999999999,-0.8660254037844387,45.0
1250.0,132.56,155.0,0,0,0,1,0,7.41,17.000002,28.119501,2.6000001,20.1748335,14.0000005,25,5,3,0,0.4999999999999999,-0.8660254037844387,45.0
18125.0,132.69,155.0,0,0,0,1,0,7.41,4.8,26.079916,17.300001,20.2623345,1.10000005,26,5,4,0,0.4999999999999999,-0.8660254037844387,45.0
5000.0,132.43,155.0,0,0,0,1,0,7.41,2.8999999,26.309082,7.1000004,19.562335,6.05,27,5,5,1,0.4999999999999999,-0.8660254037844387,45.0
2800.0,132.43,155.0,0,0,0,1,0,7.41,1.4000002,27.194498,1.3000001,20.4383775,1.35000005,28,5,6,1,0.4999999999999999,-0.8660254037844387,45.0
9000.0,132.43,155.0,0,0,0,1,0,7.41,1.3000001,29.27575,0.0,22.1727505,0.65000005,29,5,0,0,0.4999999999999999,-0.8660254037844387,45.0
5975.0,132.51,155.0,0,0,0,1,0,7.41,1.6000001,31.204916,0.0,23.9175425,0.0,30,5,1,0,0.4999999999999999,-0.8660254037844387,38.75
