RMSE,MAE,R2,Model,Dropped_Feature
23.4255469531763,18.76026942237693,-0.9912747922024467,LightGBM,Inflation
22.349084515325917,19.099623170689153,-0.8124715238885292,Linear,Inflation
34.008917503044245,28.312986075688862,-3.1969841936862915,RandomForest,Inflation
25.197446355482036,20.224417590199828,-1.303906101291286,XGBoost,Inflation
23.178280418623853,18.48908414621815,-0.9494591622862536,LightGBM,Hilly_Temperature
21.680578826712633,18.38016678918762,-0.7056639160482296,Linear,Hilly_Temperature
29.17916827865987,24.150893960856525,-2.0895664014442117,RandomForest,Hilly_Temperature
23.99793326326564,18.942152523219804,-1.0897743716662678,XGBoost,Hilly_Temperature
23.207131724374776,18.52366781257603,-0.954315385149185,LightGBM,Kathmandu_Rainfall_MM
21.56069840732996,18.189596196787612,-0.6868534964515018,Linear,Kathmandu_Rainfall_MM
29.14530092318531,24.064457561297356,-2.0823986357954785,RandomForest,Kathmandu_Rainfall_MM
23.95334426908354,18.93738232223566,-1.0820158393319543,XGBoost,Kathmandu_Rainfall_MM
23.07705722286284,18.39203233055706,-0.9324691529997884,LightGBM,Sarlahi_Temperature
21.880870744920273,18.847355092067975,-0.7373243938915415,Linear,Sarlahi_Temperature
28.98740459889627,23.958786589267618,-2.0490909643465307,RandomForest,Sarlahi_Temperature
23.9531341024269,18.899031997295065,-1.081979304275848,XGBoost,Sarlahi_Temperature
23.122430190212107,18.413448599514044,-0.9400756737793383,LightGBM,day
21.4295445258799,18.04591398527652,-0.6663936314653895,Linear,day
28.79113380210937,23.765039541937885,-2.0079405745558856,RandomForest,day
23.83867481453218,18.77997197395628,-1.0621295001858817,XGBoost,day
23.178705040218706,18.45183102352205,-0.9495305903668574,LightGBM,Sarlahi_Rainfall_MM
21.516184729276436,18.178745080557654,-0.6798954156333492,Linear,Sarlahi_Rainfall_MM
29.02113805317109,23.94280152553286,-2.0561917186547327,RandomForest,Sarlahi_Rainfall_MM
23.941594851458163,18.903692249063983,-1.0799738301871575,XGBoost,Sarlahi_Rainfall_MM
20.856039767141585,16.40789425348733,-0.5783939544536612,LightGBM,month_cos
21.12214235634027,17.656141195594348,-0.6189284193351259,Linear,month_cos
27.864402029489575,23.212388009006464,-1.81741726343901,RandomForest,month_cos
24.016648388156522,18.913323646297524,-1.093035122358652,XGBoost,month_cos
23.21073120948219,18.5357434844929,-0.954921670729348,LightGBM,Season_Spring
21.501595863293126,18.169348239583304,-0.6776181103628505,Linear,Season_Spring
28.99056516648989,23.936459622766918,-2.0497559002792483,RandomForest,Season_Spring
23.929555619886205,18.89284256146703,-1.0778824916067355,XGBoost,Season_Spring
21.72378811377018,17.286328734334056,-0.7124694506006732,LightGBM,month_sin
21.291859733566476,18.013363693601484,-0.6450492679029023,Linear,month_sin
26.728220773731305,22.17508683009616,-1.5923391345141895,RandomForest,month_sin
21.993982783926164,17.524132650217,-0.7553328394460295,XGBoost,month_sin
23.21073120948219,18.5357434844929,-0.954921670729348,LightGBM,day_of_week
21.5012242726373,18.16882357501898,-0.6775601256596573,Linear,day_of_week
28.88853699411027,23.915243860586333,-2.0283273096023136,RandomForest,day_of_week
23.952855643198408,18.919938430510705,-1.0819308978352957,XGBoost,day_of_week
23.21067377576194,18.535688449460086,-0.9549119960418573,LightGBM,Season_Autumn
21.50159586329316,18.169348239583336,-0.6776181103628565,Linear,Season_Autumn
28.937223221911132,23.989256855337807,-2.0385432698450674,RandomForest,Season_Autumn
23.932880602609245,18.89473947132538,-1.0784599702267412,XGBoost,Season_Autumn
23.21073120948219,18.5357434844929,-0.954921670729348,LightGBM,Season_Winter
21.501595863293133,18.169348239583314,-0.6776181103628518,Linear,Season_Winter
29.024895148988527,24.018573973095968,-2.056983083098285,RandomForest,Season_Winter
23.92439514740417,18.894165820731157,-1.07698638644014,XGBoost,Season_Winter
