RMSE,MAE,R2,Model,Dropped_Feature
5.894060622282533,4.209613879107048,0.8740636016431098,XGBoost,day
5.9276215394667835,4.0926697797112075,0.872625349029689,LightGBM,month_sin
4.221358090679215,2.791709441199914,0.9354009010458285,Linear,month_sin
4.7084447248441545,3.083354134878082,0.9196331355031926,RandomForest,month_sin
5.925461479772768,4.230375045555226,0.8727181642396468,XGBoost,month_sin
6.063987663862281,4.3972273845152765,0.8666973784913931,LightGBM,Average_Price_rollmean_3
4.139543389678877,2.774688888330842,0.9378806432041792,Linear,Average_Price_rollmean_3
4.962036680209235,3.3219577195744354,0.9107430561277532,RandomForest,Average_Price_rollmean_3
6.255036261457098,4.486220033065132,0.8581655478748249,XGBoost,Average_Price_rollmean_3
5.888869054494828,4.037634639218227,0.8742853568810488,LightGBM,Season_Monsoon
4.2244057309319345,2.798874509291359,0.935307591794334,Linear,Season_Monsoon
4.694238161761936,3.0769530633562305,0.9201173779836465,RandomForest,Season_Monsoon
5.925461479772768,4.230375045555226,0.8727181642396468,XGBoost,Season_Monsoon
